Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Memcpy,995480,22800.73,ucr,22801.78,False,/rowmajor/uint8-as-uint32/ucr/50words.dat,-1,5,8,c,995480,100.0
FastPFOR,244348,916.06,ucr,13421.06,False,/rowmajor/uint8-as-uint32/ucr/50words.dat,-1,5,8,c,995480,24.55
FastPFOR,142536,2530.14,ucr,20975.04,False,/rowmajor/uint8-as-uint32/ucr/Adiac.dat,-1,5,8,c,565424,25.21
FastPFOR,54588,2450.65,ucr,19251.83,False,/rowmajor/uint8-as-uint32/ucr/ArrowHead.dat,-1,5,8,c,216044,25.27
FastPFOR,28620,2174.53,ucr,16355.29,False,/rowmajor/uint8-as-uint32/ucr/Beef.dat,-1,5,8,c,113980,25.11
FastPFOR,20928,2453.57,ucr,16774.85,False,/rowmajor/uint8-as-uint32/ucr/BeetleFly.dat,-1,5,8,c,82700,25.31
FastPFOR,20972,2133.75,ucr,14360.13,False,/rowmajor/uint8-as-uint32/ucr/BirdChicken.dat,-1,5,8,c,82700,25.36
FastPFOR,70512,2410.29,ucr,18767.8,False,/rowmajor/uint8-as-uint32/ucr/Car.dat,-1,5,8,c,279340,25.24
FastPFOR,124712,2497.63,ucr,17176.68,False,/rowmajor/uint8-as-uint32/ucr/CBF.dat,-1,5,8,c,494740,25.21
FastPFOR,742524,2289.92,ucr,8420.37,False,/rowmajor/uint8-as-uint32/ucr/ChlorineConcentration.dat,-1,5,8,c,2945968,25.2
FastPFOR,2238624,1955.12,ucr,10655.7,False,/rowmajor/uint8-as-uint32/ucr/CinC_ECG_torso.dat,-1,5,8,c,9337900,23.97
FastPFOR,16540,1606.69,ucr,9380.16,False,/rowmajor/uint8-as-uint32/ucr/Coffee.dat,-1,5,8,c,65164,25.38
FastPFOR,260104,869.81,ucr,5842.88,False,/rowmajor/uint8-as-uint32/ucr/Computers.dat,-1,5,8,c,1449980,17.94
FastPFOR,211540,891.35,ucr,8427.33,False,/rowmajor/uint8-as-uint32/ucr/Cricket_X.dat,-1,5,8,c,951580,22.23
FastPFOR,239900,1755.95,ucr,15118.84,False,/rowmajor/uint8-as-uint32/ucr/Cricket_Y.dat,-1,5,8,c,951580,25.21
FastPFOR,211348,922.5,ucr,6205.28,False,/rowmajor/uint8-as-uint32/ucr/Cricket_Z.dat,-1,5,8,c,951580,22.21
FastPFOR,113648,1541.5,ucr,6167.21,False,/rowmajor/uint8-as-uint32/ucr/DiatomSizeReduction.dat,-1,5,8,c,450780,25.21
FastPFOR,46292,1035.82,ucr,4925.01,False,/rowmajor/uint8-as-uint32/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,8,c,183240,25.26
FastPFOR,75160,1097.7,ucr,5865.02,False,/rowmajor/uint8-as-uint32/ucr/DistalPhalanxOutlineCorrect.dat,-1,5,8,c,297820,25.24
FastPFOR,46300,1243.92,ucr,5259.47,False,/rowmajor/uint8-as-uint32/ucr/DistalPhalanxTW.dat,-1,5,8,c,183240,25.27
FastPFOR,188292,758.37,ucr,4479.55,False,/rowmajor/uint8-as-uint32/ucr/Earthquakes.dat,-1,5,8,c,953328,19.75
FastPFOR,20432,1206.79,ucr,5144.9,False,/rowmajor/uint8-as-uint32/ucr/ECG200.dat,-1,5,8,c,80780,25.29
FastPFOR,730864,1745.91,ucr,14498.23,False,/rowmajor/uint8-as-uint32/ucr/ECG5000.dat,-1,5,8,c,2899980,25.2
FastPFOR,125864,963.57,ucr,7961.86,False,/rowmajor/uint8-as-uint32/ucr/ECGFiveDays.dat,-1,5,8,c,498556,25.25
FastPFOR,1652708,1523.18,ucr,11226.03,False,/rowmajor/uint8-as-uint32/ucr/ElectricDevices.dat,-1,5,8,c,6721328,24.59
FastPFOR,280720,1166.46,ucr,8112.33,False,/rowmajor/uint8-as-uint32/ucr/FaceAll.dat,-1,5,8,c,1223980,22.94
FastPFOR,40032,1372.54,ucr,6277.44,False,/rowmajor/uint8-as-uint32/ucr/FaceFour.dat,-1,5,8,c,159020,25.17
FastPFOR,280744,1170.48,ucr,8231.54,False,/rowmajor/uint8-as-uint32/ucr/FacesUCR.dat,-1,5,8,c,1223980,22.94
FastPFOR,124252,1058.01,ucr,5958.73,False,/rowmajor/uint8-as-uint32/ucr/FISH.dat,-1,5,8,c,655180,18.96
FastPFOR,2505164,2864.77,ucr,12164.23,False,/rowmajor/uint8-as-uint32/ucr/FordA.dat,-1,5,8,c,9940400,25.2
FastPFOR,2263396,2420.88,ucr,12425.03,False,/rowmajor/uint8-as-uint32/ucr/FordB.dat,-1,5,8,c,8980900,25.2
FastPFOR,31264,1788.26,ucr,12309.37,False,/rowmajor/uint8-as-uint32/ucr/Gun_Point.dat,-1,5,8,c,123980,25.22
FastPFOR,82116,1242.92,ucr,11238.14,False,/rowmajor/uint8-as-uint32/ucr/Ham.dat,-1,5,8,c,373196,22.0
