Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Memcpy,497740,9861.9,ucr,4901.86,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,100.0
Zstd -1,405986,388.58,ucr,472.94,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,81.57
Zstd -9,379042,40.38,ucr,342.97,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,76.15
LZ4,499078,1218.45,ucr,2299.74,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,100.27
LZ4HC -1,473026,83.37,ucr,881.78,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,95.03
LZ4HC -9,459496,41.65,ucr,819.72,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,92.32
Snappy,497755,2003.08,ucr,1876.64,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,100.0
FSE,405226,300.71,ucr,349.2,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,81.41
Huffman,406102,471.93,ucr,458.41,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,81.59
Zstd -1,234311,349.63,ucr,277.93,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,82.88
Zstd -9,223654,40.27,ucr,294.3,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,79.11
LZ4,283701,1452.06,ucr,2336.19,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,100.35
LZ4HC -1,273588,78.06,ucr,1401.5,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,96.77
LZ4HC -9,268198,35.27,ucr,1234.92,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,94.87
Snappy,282730,2652.38,ucr,2568.64,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,100.01
FSE,233780,195.93,ucr,233.06,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,82.69
Huffman,234302,301.59,ucr,281.03,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,82.88
Zstd -1,90155,167.33,ucr,228.24,True,/colmajor/uint16/ucr/ArrowHead.dat,-1,5,16,f,108022,83.46
Zstd -9,89113,43.72,ucr,313.6,True,/colmajor/uint16/ucr/ArrowHead.dat,-1,5,16,f,108022,82.5
LZ4,107869,1350.19,ucr,2278.56,True,/colmajor/uint16/ucr/ArrowHead.dat,-1,5,16,f,108022,99.86
LZ4HC -1,106124,74.4,ucr,1620.15,True,/colmajor/uint16/ucr/ArrowHead.dat,-1,5,16,f,108022,98.24
LZ4HC -9,105750,37.08,ucr,1622.63,True,/colmajor/uint16/ucr/ArrowHead.dat,-1,5,16,f,108022,97.9
Snappy,108027,2735.98,ucr,2500.22,True,/colmajor/uint16/ucr/ArrowHead.dat,-1,5,16,f,108022,100.0
FSE,90368,193.54,ucr,224.29,True,/colmajor/uint16/ucr/ArrowHead.dat,-1,5,16,f,108022,83.66
Huffman,90359,296.76,ucr,237.3,True,/colmajor/uint16/ucr/ArrowHead.dat,-1,5,16,f,108022,83.65
Zstd -1,44919,245.63,ucr,276.59,True,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,78.82
Zstd -9,44413,39.45,ucr,333.06,True,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,77.93
LZ4,56863,761.6,ucr,1301.8,True,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,99.78
LZ4HC -1,56121,44.65,ucr,1000.25,True,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,98.48
LZ4HC -9,55602,30.65,ucr,460.0,True,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,97.56
Snappy,56996,1746.66,ucr,1629.45,True,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,100.01
FSE,44965,186.55,ucr,214.01,True,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,78.9
Huffman,44907,282.83,ucr,278.75,True,/colmajor/uint16/ucr/Beef.dat,-1,5,16,f,56990,78.8
Zstd -1,35082,217.83,ucr,240.87,True,/colmajor/uint16/ucr/BeetleFly.dat,-1,5,16,f,41350,84.84
Zstd -9,34752,37.12,ucr,239.63,True,/colmajor/uint16/ucr/BeetleFly.dat,-1,5,16,f,41350,84.04
LZ4,41502,1244.81,ucr,1510.83,True,/colmajor/uint16/ucr/BeetleFly.dat,-1,5,16,f,41350,100.37
LZ4HC -1,41136,44.66,ucr,1413.68,True,/colmajor/uint16/ucr/BeetleFly.dat,-1,5,16,f,41350,99.48
LZ4HC -9,41099,36.63,ucr,1135.15,True,/colmajor/uint16/ucr/BeetleFly.dat,-1,5,16,f,41350,99.39
Snappy,41356,1474.99,ucr,1528.88,True,/colmajor/uint16/ucr/BeetleFly.dat,-1,5,16,f,41350,100.01
FSE,35299,188.72,ucr,222.14,True,/colmajor/uint16/ucr/BeetleFly.dat,-1,5,16,f,41350,85.37
Huffman,35070,261.88,ucr,250.69,True,/colmajor/uint16/ucr/BeetleFly.dat,-1,5,16,f,41350,84.81
Zstd -1,32750,111.49,ucr,206.85,True,/colmajor/uint16/ucr/BirdChicken.dat,-1,5,16,f,41350,79.2
Zstd -9,32025,33.36,ucr,203.27,True,/colmajor/uint16/ucr/BirdChicken.dat,-1,5,16,f,41350,77.45
LZ4,40368,403.51,ucr,1085.36,True,/colmajor/uint16/ucr/BirdChicken.dat,-1,5,16,f,41350,97.63
LZ4HC -1,39989,45.11,ucr,1092.1,True,/colmajor/uint16/ucr/BirdChicken.dat,-1,5,16,f,41350,96.71
LZ4HC -9,39893,36.56,ucr,899.52,True,/colmajor/uint16/ucr/BirdChicken.dat,-1,5,16,f,41350,96.48
Snappy,41356,1545.56,ucr,1520.16,True,/colmajor/uint16/ucr/BirdChicken.dat,-1,5,16,f,41350,100.01
FSE,33540,187.74,ucr,221.11,True,/colmajor/uint16/ucr/BirdChicken.dat,-1,5,16,f,41350,81.11
Huffman,33384,246.52,ucr,224.51,True,/colmajor/uint16/ucr/BirdChicken.dat,-1,5,16,f,41350,80.74
Zstd -1,99832,88.09,ucr,234.57,True,/colmajor/uint16/ucr/Car.dat,-1,5,16,f,139670,71.48
Zstd -9,92390,27.72,ucr,290.82,True,/colmajor/uint16/ucr/Car.dat,-1,5,16,f,139670,66.15
LZ4,131704,418.46,ucr,1410.75,True,/colmajor/uint16/ucr/Car.dat,-1,5,16,f,139670,94.3
LZ4HC -1,119148,68.67,ucr,929.54,True,/colmajor/uint16/ucr/Car.dat,-1,5,16,f,139670,85.31
LZ4HC -9,112956,32.79,ucr,972.08,True,/colmajor/uint16/ucr/Car.dat,-1,5,16,f,139670,80.87
Snappy,131272,259.76,ucr,660.43,True,/colmajor/uint16/ucr/Car.dat,-1,5,16,f,139670,93.99
FSE,107632,194.48,ucr,227.34,True,/colmajor/uint16/ucr/Car.dat,-1,5,16,f,139670,77.06
Huffman,107532,290.72,ucr,282.26,True,/colmajor/uint16/ucr/Car.dat,-1,5,16,f,139670,76.99
Zstd -1,234993,141.48,ucr,263.17,True,/colmajor/uint16/ucr/CBF.dat,-1,5,16,f,247370,95.0
Zstd -9,232564,33.61,ucr,380.98,True,/colmajor/uint16/ucr/CBF.dat,-1,5,16,f,247370,94.01
LZ4,248333,2628.69,ucr,2552.57,True,/colmajor/uint16/ucr/CBF.dat,-1,5,16,f,247370,100.39
LZ4HC -1,244508,85.04,ucr,2046.17,True,/colmajor/uint16/ucr/CBF.dat,-1,5,16,f,247370,98.84
LZ4HC -9,244455,36.46,ucr,2045.65,True,/colmajor/uint16/ucr/CBF.dat,-1,5,16,f,247370,98.82
Snappy,247380,2696.4,ucr,2587.77,True,/colmajor/uint16/ucr/CBF.dat,-1,5,16,f,247370,100.0
FSE,236833,299.85,ucr,352.12,True,/colmajor/uint16/ucr/CBF.dat,-1,5,16,f,247370,95.74
Huffman,236847,476.16,ucr,275.04,True,/colmajor/uint16/ucr/CBF.dat,-1,5,16,f,247370,95.75
Zstd -1,1260763,279.34,ucr,390.18,True,/colmajor/uint16/ucr/ChlorineConcentration.dat,-1,5,16,f,1472984,85.59
Zstd -9,1245574,23.51,ucr,437.45,True,/colmajor/uint16/ucr/ChlorineConcentration.dat,-1,5,16,f,1472984,84.56
LZ4,1467882,1385.37,ucr,2364.03,True,/colmajor/uint16/ucr/ChlorineConcentration.dat,-1,5,16,f,1472984,99.65
LZ4HC -1,1448771,113.96,ucr,2427.64,True,/colmajor/uint16/ucr/ChlorineConcentration.dat,-1,5,16,f,1472984,98.36
LZ4HC -9,1444481,41.93,ucr,1307.72,True,/colmajor/uint16/ucr/ChlorineConcentration.dat,-1,5,16,f,1472984,98.06
Snappy,1471193,3144.34,ucr,2726.59,True,/colmajor/uint16/ucr/ChlorineConcentration.dat,-1,5,16,f,1472984,99.88
FSE,1267875,329.47,ucr,379.33,True,/colmajor/uint16/ucr/ChlorineConcentration.dat,-1,5,16,f,1472984,86.08
