Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Memcpy,248870,7060.54,ucr,2898.93,True,/colmajor/uint8/ucr/50words.dat,1,5,8,f,248870,100.0
Zstd -1,116266,77.66,ucr,125.78,True,/colmajor/uint8/ucr/50words.dat,1,5,8,f,248870,46.72
Zstd -9,108341,19.48,ucr,123.26,True,/colmajor/uint8/ucr/50words.dat,1,5,8,f,248870,43.53
LZ4,178907,307.28,ucr,612.49,True,/colmajor/uint8/ucr/50words.dat,1,5,8,f,248870,71.89
LZ4HC -1,167824,40.42,ucr,630.81,True,/colmajor/uint8/ucr/50words.dat,1,5,8,f,248870,67.43
LZ4HC -9,155403,33.02,ucr,869.76,True,/colmajor/uint8/ucr/50words.dat,1,5,8,f,248870,62.44
Snappy,159171,208.72,ucr,0.0,True,/colmajor/uint8/ucr/50words.dat,1,5,8,f,248870,63.96
FSE,119680,133.2,ucr,174.81,True,/colmajor/uint8/ucr/50words.dat,1,5,8,f,248870,48.09
Huffman,118435,131.1,ucr,189.71,True,/colmajor/uint8/ucr/50words.dat,1,5,8,f,248870,47.59
Zstd -1,63393,91.66,ucr,191.24,True,/colmajor/uint8/ucr/Adiac.dat,1,5,8,f,141356,44.85
Zstd -9,58528,18.19,ucr,120.67,True,/colmajor/uint8/ucr/Adiac.dat,1,5,8,f,141356,41.4
LZ4,102746,233.35,ucr,835.83,True,/colmajor/uint8/ucr/Adiac.dat,1,5,8,f,141356,72.69
LZ4HC -1,96946,48.96,ucr,884.71,True,/colmajor/uint8/ucr/Adiac.dat,1,5,8,f,141356,68.58
LZ4HC -9,90573,39.09,ucr,715.03,True,/colmajor/uint8/ucr/Adiac.dat,1,5,8,f,141356,64.07
Snappy,94269,134.03,ucr,270.22,True,/colmajor/uint8/ucr/Adiac.dat,1,5,8,f,141356,66.69
FSE,68583,96.15,ucr,122.11,True,/colmajor/uint8/ucr/Adiac.dat,1,5,8,f,141356,48.52
Huffman,68360,92.34,ucr,118.61,True,/colmajor/uint8/ucr/Adiac.dat,1,5,8,f,141356,48.36
Zstd -1,28679,43.36,ucr,108.28,True,/colmajor/uint8/ucr/ArrowHead.dat,1,5,8,f,54011,53.1
Zstd -9,29503,23.75,ucr,123.46,True,/colmajor/uint8/ucr/ArrowHead.dat,1,5,8,f,54011,54.62
LZ4,49781,265.12,ucr,697.71,True,/colmajor/uint8/ucr/ArrowHead.dat,1,5,8,f,54011,92.17
LZ4HC -1,49067,37.1,ucr,890.3,True,/colmajor/uint8/ucr/ArrowHead.dat,1,5,8,f,54011,90.85
LZ4HC -9,48884,50.72,ucr,1141.3,True,/colmajor/uint8/ucr/ArrowHead.dat,1,5,8,f,54011,90.51
Snappy,50394,446.21,ucr,1218.41,True,/colmajor/uint8/ucr/ArrowHead.dat,1,5,8,f,54011,93.3
FSE,28063,200.65,ucr,229.66,True,/colmajor/uint8/ucr/ArrowHead.dat,1,5,8,f,54011,51.96
Huffman,27877,192.05,ucr,250.89,True,/colmajor/uint8/ucr/ArrowHead.dat,1,5,8,f,54011,51.61
Zstd -1,12513,79.35,ucr,153.58,True,/colmajor/uint8/ucr/Beef.dat,1,5,8,f,28495,43.91
Zstd -9,12018,17.81,ucr,109.75,True,/colmajor/uint8/ucr/Beef.dat,1,5,8,f,28495,42.18
LZ4,21042,234.61,ucr,639.07,True,/colmajor/uint8/ucr/Beef.dat,1,5,8,f,28495,73.84
LZ4HC -1,19939,36.15,ucr,541.81,True,/colmajor/uint8/ucr/Beef.dat,1,5,8,f,28495,69.97
LZ4HC -9,18409,22.25,ucr,489.02,True,/colmajor/uint8/ucr/Beef.dat,1,5,8,f,28495,64.6
Snappy,18975,136.93,ucr,430.18,True,/colmajor/uint8/ucr/Beef.dat,1,5,8,f,28495,66.59
FSE,11709,148.54,ucr,113.27,True,/colmajor/uint8/ucr/Beef.dat,1,5,8,f,28495,41.09
Huffman,11714,83.06,ucr,106.6,True,/colmajor/uint8/ucr/Beef.dat,1,5,8,f,28495,41.11
Zstd -1,10961,39.99,ucr,103.75,True,/colmajor/uint8/ucr/BeetleFly.dat,1,5,8,f,20675,53.02
Zstd -9,10924,21.73,ucr,109.56,True,/colmajor/uint8/ucr/BeetleFly.dat,1,5,8,f,20675,52.84
LZ4,18376,235.83,ucr,567.53,True,/colmajor/uint8/ucr/BeetleFly.dat,1,5,8,f,20675,88.88
LZ4HC -1,18031,36.29,ucr,577.16,True,/colmajor/uint8/ucr/BeetleFly.dat,1,5,8,f,20675,87.21
LZ4HC -9,17860,34.59,ucr,407.03,True,/colmajor/uint8/ucr/BeetleFly.dat,1,5,8,f,20675,86.38
Snappy,18085,152.58,ucr,353.82,True,/colmajor/uint8/ucr/BeetleFly.dat,1,5,8,f,20675,87.47
FSE,10753,93.49,ucr,112.18,True,/colmajor/uint8/ucr/BeetleFly.dat,1,5,8,f,20675,52.01
Huffman,10676,85.58,ucr,106.86,True,/colmajor/uint8/ucr/BeetleFly.dat,1,5,8,f,20675,51.64
Zstd -1,8910,39.66,ucr,91.49,True,/colmajor/uint8/ucr/BirdChicken.dat,1,5,8,f,20675,43.1
Zstd -9,8716,11.65,ucr,69.85,True,/colmajor/uint8/ucr/BirdChicken.dat,1,5,8,f,20675,42.16
LZ4,16200,134.56,ucr,398.53,True,/colmajor/uint8/ucr/BirdChicken.dat,1,5,8,f,20675,78.36
LZ4HC -1,15605,22.15,ucr,362.2,True,/colmajor/uint8/ucr/BirdChicken.dat,1,5,8,f,20675,75.48
LZ4HC -9,15139,27.88,ucr,546.91,True,/colmajor/uint8/ucr/BirdChicken.dat,1,5,8,f,20675,73.22
Snappy,15461,182.5,ucr,370.21,True,/colmajor/uint8/ucr/BirdChicken.dat,1,5,8,f,20675,74.78
FSE,8777,91.8,ucr,116.91,True,/colmajor/uint8/ucr/BirdChicken.dat,1,5,8,f,20675,42.45
Huffman,8775,85.89,ucr,108.78,True,/colmajor/uint8/ucr/BirdChicken.dat,1,5,8,f,20675,42.44
Zstd -1,24275,42.5,ucr,80.52,True,/colmajor/uint8/ucr/Car.dat,1,5,8,f,69835,34.76
Zstd -9,22926,15.09,ucr,117.25,True,/colmajor/uint8/ucr/Car.dat,1,5,8,f,69835,32.83
LZ4,46369,212.3,ucr,605.07,True,/colmajor/uint8/ucr/Car.dat,1,5,8,f,69835,66.4
