Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Memcpy,497740,22121.78,ucr,22235.43,False,/colmajor/uint16/ucr/50words.dat,16,5,16,f,497740,100.0
Zstd -1,479956,321.11,ucr,399.56,False,/colmajor/uint16/ucr/50words.dat,16,5,16,f,497740,96.43
Zstd -9,479960,61.29,ucr,279.65,False,/colmajor/uint16/ucr/50words.dat,16,5,16,f,497740,96.43
LZ4,499739,2870.94,ucr,8070.11,False,/colmajor/uint16/ucr/50words.dat,16,5,16,f,497740,100.4
LZ4HC -1,499576,92.83,ucr,6231.41,False,/colmajor/uint16/ucr/50words.dat,16,5,16,f,497740,100.37
LZ4HC -9,499562,84.63,ucr,10866.74,False,/colmajor/uint16/ucr/50words.dat,16,5,16,f,497740,100.37
Snappy,497923,3162.88,ucr,4907.13,False,/colmajor/uint16/ucr/50words.dat,16,5,16,f,497740,100.04
FSE,485030,257.68,ucr,322.46,False,/colmajor/uint16/ucr/50words.dat,16,5,16,f,497740,97.45
Huffman,479585,374.29,ucr,423.64,False,/colmajor/uint16/ucr/50words.dat,16,5,16,f,497740,96.35
Zstd -1,282892,358.07,ucr,11559.08,False,/colmajor/uint16/ucr/Adiac.dat,16,5,16,f,282712,100.06
Zstd -9,282892,59.37,ucr,7655.56,False,/colmajor/uint16/ucr/Adiac.dat,16,5,16,f,282712,100.06
LZ4,283851,3767.28,ucr,13271.62,False,/colmajor/uint16/ucr/Adiac.dat,16,5,16,f,282712,100.4
LZ4HC -1,283812,90.76,ucr,10656.71,False,/colmajor/uint16/ucr/Adiac.dat,16,5,16,f,282712,100.39
LZ4HC -9,283810,81.24,ucr,6063.14,False,/colmajor/uint16/ucr/Adiac.dat,16,5,16,f,282712,100.39
Snappy,282819,3727.4,ucr,12346.04,False,/colmajor/uint16/ucr/Adiac.dat,16,5,16,f,282712,100.04
FSE,282712,318.33,ucr,6737.82,False,/colmajor/uint16/ucr/Adiac.dat,16,5,16,f,282712,100.0
Huffman,281550,282.0,ucr,374.36,False,/colmajor/uint16/ucr/Adiac.dat,16,5,16,f,282712,99.59
Zstd -1,108092,258.17,ucr,4554.62,False,/colmajor/uint16/ucr/ArrowHead.dat,16,5,16,f,108022,100.06
Zstd -9,107562,44.24,ucr,5110.56,False,/colmajor/uint16/ucr/ArrowHead.dat,16,5,16,f,108022,99.57
LZ4,107951,3135.71,ucr,10737.77,False,/colmajor/uint16/ucr/ArrowHead.dat,16,5,16,f,108022,99.93
LZ4HC -1,107724,83.99,ucr,7443.12,False,/colmajor/uint16/ucr/ArrowHead.dat,16,5,16,f,108022,99.72
LZ4HC -9,107714,78.3,ucr,4373.89,False,/colmajor/uint16/ucr/ArrowHead.dat,16,5,16,f,108022,99.71
Snappy,108066,2267.37,ucr,4265.09,False,/colmajor/uint16/ucr/ArrowHead.dat,16,5,16,f,108022,100.04
FSE,108022,245.69,ucr,4895.4,False,/colmajor/uint16/ucr/ArrowHead.dat,16,5,16,f,108022,100.0
Huffman,107537,485.24,ucr,751.01,False,/colmajor/uint16/ucr/ArrowHead.dat,16,5,16,f,108022,99.55
Zstd -1,55165,291.93,ucr,390.5,False,/colmajor/uint16/ucr/Beef.dat,16,5,16,f,56990,96.8
Zstd -9,55166,44.25,ucr,328.74,False,/colmajor/uint16/ucr/Beef.dat,16,5,16,f,56990,96.8
LZ4,57220,1622.26,ucr,3866.61,False,/colmajor/uint16/ucr/Beef.dat,16,5,16,f,56990,100.4
LZ4HC -1,57196,53.83,ucr,3351.17,False,/colmajor/uint16/ucr/Beef.dat,16,5,16,f,56990,100.36
LZ4HC -9,57195,50.49,ucr,3158.04,False,/colmajor/uint16/ucr/Beef.dat,16,5,16,f,56990,100.36
Snappy,57013,1691.6,ucr,3706.91,False,/colmajor/uint16/ucr/Beef.dat,16,5,16,f,56990,100.04
FSE,55821,165.75,ucr,195.13,False,/colmajor/uint16/ucr/Beef.dat,16,5,16,f,56990,97.95
Huffman,55118,208.23,ucr,254.59,False,/colmajor/uint16/ucr/Beef.dat,16,5,16,f,56990,96.72
Zstd -1,41380,287.24,ucr,3522.15,False,/colmajor/uint16/ucr/BeetleFly.dat,16,5,16,f,41350,100.07
Zstd -9,41380,31.45,ucr,3367.26,False,/colmajor/uint16/ucr/BeetleFly.dat,16,5,16,f,41350,100.07
LZ4,41517,1499.44,ucr,6503.62,False,/colmajor/uint16/ucr/BeetleFly.dat,16,5,16,f,41350,100.4
LZ4HC -1,41488,54.96,ucr,5156.5,False,/colmajor/uint16/ucr/BeetleFly.dat,16,5,16,f,41350,100.33
LZ4HC -9,41488,52.83,ucr,3100.4,False,/colmajor/uint16/ucr/BeetleFly.dat,16,5,16,f,41350,100.33
Snappy,41367,2157.47,ucr,6145.96,False,/colmajor/uint16/ucr/BeetleFly.dat,16,5,16,f,41350,100.04
FSE,41350,399.74,ucr,7171.35,False,/colmajor/uint16/ucr/BeetleFly.dat,16,5,16,f,41350,100.0
Huffman,41374,434.13,ucr,7103.59,False,/colmajor/uint16/ucr/BeetleFly.dat,16,5,16,f,41350,100.06
Zstd -1,41380,213.88,ucr,5898.72,False,/colmajor/uint16/ucr/BirdChicken.dat,16,5,16,f,41350,100.07
Zstd -9,41380,28.99,ucr,5801.07,False,/colmajor/uint16/ucr/BirdChicken.dat,16,5,16,f,41350,100.07
LZ4,41409,1301.46,ucr,5158.43,False,/colmajor/uint16/ucr/BirdChicken.dat,16,5,16,f,41350,100.14
LZ4HC -1,41333,53.86,ucr,3169.55,False,/colmajor/uint16/ucr/BirdChicken.dat,16,5,16,f,41350,99.96
LZ4HC -9,41332,50.74,ucr,2664.65,False,/colmajor/uint16/ucr/BirdChicken.dat,16,5,16,f,41350,99.96
Snappy,41367,1484.1,ucr,3564.35,False,/colmajor/uint16/ucr/BirdChicken.dat,16,5,16,f,41350,100.04
FSE,41350,213.53,ucr,3641.25,False,/colmajor/uint16/ucr/BirdChicken.dat,16,5,16,f,41350,100.0
Huffman,41228,260.22,ucr,358.7,False,/colmajor/uint16/ucr/BirdChicken.dat,16,5,16,f,41350,99.7
Zstd -1,139760,309.67,ucr,4988.39,False,/colmajor/uint16/ucr/Car.dat,16,5,16,f,139670,100.06
Zstd -9,139760,47.76,ucr,12520.84,False,/colmajor/uint16/ucr/Car.dat,16,5,16,f,139670,100.06
LZ4,140233,1840.23,ucr,4765.27,False,/colmajor/uint16/ucr/Car.dat,16,5,16,f,139670,100.4
LZ4HC -1,140209,81.49,ucr,4391.72,False,/colmajor/uint16/ucr/Car.dat,16,5,16,f,139670,100.39
LZ4HC -9,140207,78.0,ucr,5498.82,False,/colmajor/uint16/ucr/Car.dat,16,5,16,f,139670,100.38
Snappy,139723,2556.23,ucr,6539.78,False,/colmajor/uint16/ucr/Car.dat,16,5,16,f,139670,100.04
FSE,139670,440.96,ucr,7042.66,False,/colmajor/uint16/ucr/Car.dat,16,5,16,f,139670,100.0
Huffman,139585,386.66,ucr,681.24,False,/colmajor/uint16/ucr/Car.dat,16,5,16,f,139670,99.94
Zstd -1,243176,203.05,ucr,268.82,False,/colmajor/uint16/ucr/CBF.dat,16,5,16,f,247370,98.3
Zstd -9,243176,49.65,ucr,397.86,False,/colmajor/uint16/ucr/CBF.dat,16,5,16,f,247370,98.3
LZ4,248368,2209.17,ucr,4998.38,False,/colmajor/uint16/ucr/CBF.dat,16,5,16,f,247370,100.4
LZ4HC -1,248365,82.85,ucr,6562.93,False,/colmajor/uint16/ucr/CBF.dat,16,5,16,f,247370,100.4
LZ4HC -9,248365,82.01,ucr,6444.78,False,/colmajor/uint16/ucr/CBF.dat,16,5,16,f,247370,100.4
Snappy,247465,2987.56,ucr,6583.72,False,/colmajor/uint16/ucr/CBF.dat,16,5,16,f,247370,100.04
FSE,246038,252.31,ucr,210.89,False,/colmajor/uint16/ucr/CBF.dat,16,5,16,f,247370,99.46
Huffman,242994,232.2,ucr,264.19,False,/colmajor/uint16/ucr/CBF.dat,16,5,16,f,247370,98.23
Zstd -1,1318980,306.12,ucr,427.82,False,/colmajor/uint16/ucr/ChlorineConcentration.dat,16,5,16,f,1472984,89.54
Zstd -9,1315094,51.71,ucr,428.73,False,/colmajor/uint16/ucr/ChlorineConcentration.dat,16,5,16,f,1472984,89.28
