Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Memcpy,56806640,9360.91,msrc,9272.78,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,100.0
Zstd -1,17067541,139.39,msrc,315.01,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,30.04
Zstd -9,15995699,32.94,msrc,304.1,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,28.16
LZ4,22786150,580.62,msrc,1666.3,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,40.11
LZ4HC -1,21151213,55.74,msrc,1706.12,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,37.23
LZ4HC -9,20090994,36.1,msrc,2140.54,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,35.37
Snappy,21783441,515.45,msrc,0.0,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,38.35
FSE,22520456,207.24,msrc,331.83,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,39.64
Huffman,22330783,222.44,msrc,376.76,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,39.31
Delta,14948349,609.21,msrc,1739.59,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,26.31
DoubleDelta,13762079,550.5,msrc,1009.86,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,24.23
DeltaRLE_HUF,12778699,145.2,msrc,389.18,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,22.5
DeltaRLE,14074807,573.06,msrc,1967.11,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,24.78
BitShuffle8b -1,43907839,625.41,msrc,984.52,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,77.29
BitShuffle8b -9,22174407,220.17,msrc,570.34,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,39.03
ByteShuffle8b -1,43596132,1124.74,msrc,6084.16,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,76.74
ByteShuffle8b -9,22566062,250.12,msrc,763.28,False,/colmajor/uint8/msrc/msrc.dat,1,5,8,f,56806640,39.72
