Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Memcpy,248870,24802.67,ucr,24829.89,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,100.0
Zstd -1,142823,151.75,ucr,358.87,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,57.39
Zstd -9,112520,18.63,ucr,470.27,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,45.21
LZ4,179045,256.96,ucr,1274.29,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,71.94
LZ4HC -1,158528,72.05,ucr,768.31,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,63.7
LZ4HC -9,126814,17.04,ucr,1795.91,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,50.96
Snappy,171087,197.42,ucr,633.58,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,68.75
FSE,208249,336.83,ucr,397.08,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,83.68
Huffman,209382,482.74,ucr,479.84,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,84.13
Delta,95524,246.05,ucr,736.66,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,38.38
DoubleDelta,81406,232.62,ucr,463.54,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,32.71
DeltaRLE,96158,238.37,ucr,700.54,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,38.64
BitShuffle8b -1,248950,321.26,ucr,536.26,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,100.03
BitShuffle8b -9,217544,144.32,ucr,584.07,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,87.41
ByteShuffle8b -1,248950,1010.2,ucr,9529.77,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,100.03
ByteShuffle8b -9,217544,146.26,ucr,620.38,False,/colmajor/uint8/ucr/50words.dat,-1,5,8,f,248870,87.41
Zstd -1,84709,125.97,ucr,357.08,False,/colmajor/uint8/ucr/Adiac.dat,-1,5,8,f,141356,59.93
Zstd -9,64521,16.18,ucr,370.94,False,/colmajor/uint8/ucr/Adiac.dat,-1,5,8,f,141356,45.64
LZ4,102957,256.03,ucr,961.0,False,/colmajor/uint8/ucr/Adiac.dat,-1,5,8,f,141356,72.84
LZ4HC -1,87835,69.13,ucr,1270.55,False,/colmajor/uint8/ucr/Adiac.dat,-1,5,8,f,141356,62.14
LZ4HC -9,72208,24.7,ucr,1437.06,False,/colmajor/uint8/ucr/Adiac.dat,-1,5,8,f,141356,51.08
Snappy,111983,223.35,ucr,493.91,False,/colmajor/uint8/ucr/Adiac.dat,-1,5,8,f,141356,79.22
FSE,133183,192.18,ucr,245.13,False,/colmajor/uint8/ucr/Adiac.dat,-1,5,8,f,141356,94.22
Huffman,133466,298.94,ucr,287.53,False,/colmajor/uint8/ucr/Adiac.dat,-1,5,8,f,141356,94.42
Delta,73667,244.77,ucr,703.26,False,/colmajor/uint8/ucr/Adiac.dat,-1,5,8,f,141356,52.11
DoubleDelta,51029,237.12,ucr,452.24,False,/colmajor/uint8/ucr/Adiac.dat,-1,5,8,f,141356,36.1
