Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Memcpy,995480,22183.4,ucr,22244.87,False,/colmajor/uint8-as-uint32/ucr/50words.dat,16,5,8,f,995480,100.0
FastPFOR,245660,1356.11,ucr,5928.02,False,/colmajor/uint8-as-uint32/ucr/50words.dat,16,5,8,f,995480,24.68
FastPFOR,143048,1063.13,ucr,4498.74,False,/colmajor/uint8-as-uint32/ucr/Adiac.dat,16,5,8,f,565424,25.3
FastPFOR,54796,945.46,ucr,4380.28,False,/colmajor/uint8-as-uint32/ucr/ArrowHead.dat,16,5,8,f,216044,25.36
FastPFOR,28736,772.09,ucr,3808.73,False,/colmajor/uint8-as-uint32/ucr/Beef.dat,16,5,8,f,113980,25.21
FastPFOR,20996,836.81,ucr,3147.36,False,/colmajor/uint8-as-uint32/ucr/BeetleFly.dat,16,5,8,f,82700,25.39
FastPFOR,21040,793.3,ucr,3367.95,False,/colmajor/uint8-as-uint32/ucr/BirdChicken.dat,16,5,8,f,82700,25.44
FastPFOR,70756,927.43,ucr,4427.01,False,/colmajor/uint8-as-uint32/ucr/Car.dat,16,5,8,f,279340,25.33
FastPFOR,125176,1028.07,ucr,4470.25,False,/colmajor/uint8-as-uint32/ucr/CBF.dat,16,5,8,f,494740,25.3
FastPFOR,745212,1177.78,ucr,6535.69,False,/colmajor/uint8-as-uint32/ucr/ChlorineConcentration.dat,16,5,8,f,2945968,25.3
FastPFOR,2250604,1792.06,ucr,9285.66,False,/colmajor/uint8-as-uint32/ucr/CinC_ECG_torso.dat,16,5,8,f,9337900,24.1
FastPFOR,16588,1010.45,ucr,3140.89,False,/colmajor/uint8-as-uint32/ucr/Coffee.dat,16,5,8,f,65164,25.46
FastPFOR,262524,1129.06,ucr,9064.92,False,/colmajor/uint8-as-uint32/ucr/Computers.dat,16,5,8,f,1449980,18.11
FastPFOR,212916,1224.35,ucr,9946.9,False,/colmajor/uint8-as-uint32/ucr/Cricket_X.dat,16,5,8,f,951580,22.37
FastPFOR,240780,1434.95,ucr,5796.41,False,/colmajor/uint8-as-uint32/ucr/Cricket_Y.dat,16,5,8,f,951580,25.3
FastPFOR,212644,813.93,ucr,4506.38,False,/colmajor/uint8-as-uint32/ucr/Cricket_Z.dat,16,5,8,f,951580,22.35
FastPFOR,114064,1024.68,ucr,4634.46,False,/colmajor/uint8-as-uint32/ucr/DiatomSizeReduction.dat,16,5,8,f,450780,25.3
FastPFOR,46468,997.62,ucr,5845.72,False,/colmajor/uint8-as-uint32/ucr/DistalPhalanxOutlineAgeGroup.dat,16,5,8,f,183240,25.36
FastPFOR,75432,1077.81,ucr,4667.15,False,/colmajor/uint8-as-uint32/ucr/DistalPhalanxOutlineCorrect.dat,16,5,8,f,297820,25.33
FastPFOR,46476,1027.59,ucr,4336.53,False,/colmajor/uint8-as-uint32/ucr/DistalPhalanxTW.dat,16,5,8,f,183240,25.36
FastPFOR,190288,629.69,ucr,3520.21,False,/colmajor/uint8-as-uint32/ucr/Earthquakes.dat,16,5,8,f,953328,19.96
FastPFOR,20496,1027.75,ucr,3342.02,False,/colmajor/uint8-as-uint32/ucr/ECG200.dat,16,5,8,f,80780,25.37
FastPFOR,733508,1732.3,ucr,0.0,False,/colmajor/uint8-as-uint32/ucr/ECG5000.dat,16,5,8,f,2899980,25.29
FastPFOR,126328,1542.02,ucr,5593.02,False,/colmajor/uint8-as-uint32/ucr/ECGFiveDays.dat,16,5,8,f,498556,25.34
FastPFOR,1660616,1350.47,ucr,8640.41,False,/colmajor/uint8-as-uint32/ucr/ElectricDevices.dat,16,5,8,f,6721328,24.71
FastPFOR,282352,1010.93,ucr,5825.67,False,/colmajor/uint8-as-uint32/ucr/FaceAll.dat,16,5,8,f,1223980,23.07
FastPFOR,40232,838.47,ucr,4192.79,False,/colmajor/uint8-as-uint32/ucr/FaceFour.dat,16,5,8,f,159020,25.3
FastPFOR,282404,645.27,ucr,6174.61,False,/colmajor/uint8-as-uint32/ucr/FacesUCR.dat,16,5,8,f,1223980,23.07
FastPFOR,124844,1805.33,ucr,10987.98,False,/colmajor/uint8-as-uint32/ucr/FISH.dat,16,5,8,f,655180,19.05
FastPFOR,2514268,2039.97,ucr,9252.58,False,/colmajor/uint8-as-uint32/ucr/FordA.dat,16,5,8,f,9940400,25.29
FastPFOR,2271620,2122.45,ucr,8878.85,False,/colmajor/uint8-as-uint32/ucr/FordB.dat,16,5,8,f,8980900,25.29
FastPFOR,31376,1558.05,ucr,9727.74,False,/colmajor/uint8-as-uint32/ucr/Gun_Point.dat,16,5,8,f,123980,25.31
FastPFOR,82748,996.17,ucr,4796.99,False,/colmajor/uint8-as-uint32/ucr/Ham.dat,16,5,8,f,373196,22.17
FastPFOR,3700584,1594.96,ucr,10064.05,False,/colmajor/uint8-as-uint32/ucr/HandOutlines.dat,16,5,8,f,14872700,24.88
FastPFOR,513872,1904.62,ucr,0.0,False,/colmajor/uint8-as-uint32/ucr/Haptics.dat,16,5,8,f,2031624,25.29
FastPFOR,67024,1607.49,ucr,11030.8,False,/colmajor/uint8-as-uint32/ucr/Herring.dat,16,5,8,f,264684,25.32
FastPFOR,1133260,1445.46,ucr,7029.19,False,/colmajor/uint8-as-uint32/ucr/InlineSkate.dat,16,5,8,f,4906180,23.1
FastPFOR,522580,1296.61,ucr,5004.06,False,/colmajor/uint8-as-uint32/ucr/InsectWingbeatSound.dat,16,5,8,f,2296780,22.75
FastPFOR,32180,1288.01,ucr,3916.2,False,/colmajor/uint8-as-uint32/ucr/ItalyPowerDemand.dat,16,5,8,f,127116,25.32
FastPFOR,314428,977.25,ucr,5148.14,False,/colmajor/uint8-as-uint32/ucr/LargeKitchenAppliances.dat,16,5,8,f,2174980,14.46
FastPFOR,50804,842.84,ucr,3297.13,False,/colmajor/uint8-as-uint32/ucr/Lighting2.dat,16,5,8,f,310708,16.35
FastPFOR,35288,514.03,ucr,2797.44,False,/colmajor/uint8-as-uint32/ucr/Lighting7.dat,16,5,8,f,185308,19.04
FastPFOR,2470436,1500.38,ucr,9766.39,False,/colmajor/uint8-as-uint32/ucr/MALLAT.dat,16,5,8,f,9878380,25.01
