Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Memcpy,995480,12136.74,ucr,3084.45,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/50words.dat,16,5,16,f,995480,100.0
FastPFOR,748068,1151.1,ucr,1075.5,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/50words.dat,16,5,16,f,995480,75.15
FastPFOR,425800,830.72,ucr,1112.59,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Adiac.dat,16,5,16,f,565424,75.31
FastPFOR,162896,844.34,ucr,1105.09,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ArrowHead.dat,16,5,16,f,216044,75.4
FastPFOR,85008,633.09,ucr,925.57,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Beef.dat,16,5,16,f,113980,74.58
FastPFOR,62480,728.76,ucr,936.68,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/BeetleFly.dat,16,5,16,f,82700,75.55
FastPFOR,62460,754.32,ucr,939.84,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/BirdChicken.dat,16,5,16,f,82700,75.53
FastPFOR,210536,844.29,ucr,1092.75,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Car.dat,16,5,16,f,279340,75.37
FastPFOR,372932,771.93,ucr,1091.97,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/CBF.dat,16,5,16,f,494740,75.38
FastPFOR,2215480,1250.89,ucr,1635.83,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ChlorineConcentration.dat,16,5,16,f,2945968,75.2
FastPFOR,5337984,1024.55,ucr,2054.92,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/CinC_ECG_torso.dat,16,5,16,f,9337900,57.16
FastPFOR,49200,1372.36,ucr,1169.74,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Coffee.dat,16,5,16,f,65164,75.5
FastPFOR,423344,648.9,ucr,1447.35,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Computers.dat,16,5,16,f,1449980,29.2
FastPFOR,716788,1350.64,ucr,1599.32,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Cricket_X.dat,16,5,16,f,951580,75.33
FastPFOR,716456,1328.5,ucr,1641.8,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Cricket_Y.dat,16,5,16,f,951580,75.29
FastPFOR,716796,1345.31,ucr,1599.56,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Cricket_Z.dat,16,5,16,f,951580,75.33
FastPFOR,339488,853.07,ucr,1117.51,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/DiatomSizeReduction.dat,16,5,16,f,450780,75.31
FastPFOR,130356,555.06,ucr,782.16,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/DistalPhalanxOutlineAgeGroup.dat,16,5,16,f,183240,71.14
FastPFOR,213140,578.62,ucr,852.84,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/DistalPhalanxOutlineCorrect.dat,16,5,16,f,297820,71.57
FastPFOR,135560,613.86,ucr,921.63,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/DistalPhalanxTW.dat,16,5,16,f,183240,73.98
FastPFOR,330112,452.36,ucr,1296.32,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Earthquakes.dat,16,5,16,f,953328,34.63
FastPFOR,61044,781.14,ucr,1010.72,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ECG200.dat,16,5,16,f,80780,75.57
FastPFOR,2183464,1624.43,ucr,1888.19,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ECG5000.dat,16,5,16,f,2899980,75.29
FastPFOR,375548,1376.06,ucr,1787.66,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ECGFiveDays.dat,16,5,16,f,498556,75.33
FastPFOR,2769364,713.15,ucr,1483.12,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ElectricDevices.dat,16,5,16,f,6721328,41.2
FastPFOR,921968,872.67,ucr,1275.94,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FaceAll.dat,16,5,16,f,1223980,75.33
FastPFOR,85740,363.51,ucr,675.57,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FaceFour.dat,16,5,16,f,159020,53.92
FastPFOR,922572,836.64,ucr,1170.91,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FacesUCR.dat,16,5,16,f,1223980,75.37
FastPFOR,491084,702.88,ucr,1028.3,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FISH.dat,16,5,16,f,655180,74.95
FastPFOR,7484532,1486.95,ucr,1970.01,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FordA.dat,16,5,16,f,9940400,75.29
FastPFOR,6762120,1474.87,ucr,1958.71,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/FordB.dat,16,5,16,f,8980900,75.29
FastPFOR,89008,466.91,ucr,826.44,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Gun_Point.dat,16,5,16,f,123980,71.79
FastPFOR,280960,795.38,ucr,1200.73,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Ham.dat,16,5,16,f,373196,75.28
FastPFOR,7811576,1343.29,ucr,2192.32,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/HandOutlines.dat,16,5,16,f,14872700,52.52
FastPFOR,1093052,976.67,ucr,1626.14,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Haptics.dat,16,5,16,f,2031624,53.8
FastPFOR,199440,848.25,ucr,1167.04,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Herring.dat,16,5,16,f,264684,75.35
FastPFOR,3393804,750.59,ucr,1476.58,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/InlineSkate.dat,16,5,16,f,4906180,69.17
FastPFOR,1698164,955.4,ucr,1456.91,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/InsectWingbeatSound.dat,16,5,16,f,2296780,73.94
FastPFOR,95788,1238.36,ucr,1476.74,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ItalyPowerDemand.dat,16,5,16,f,127116,75.35
FastPFOR,356632,977.81,ucr,1539.7,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/LargeKitchenAppliances.dat,16,5,16,f,2174980,16.4
FastPFOR,210684,702.23,ucr,811.61,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Lighting2.dat,16,5,16,f,310708,67.81
FastPFOR,137792,524.62,ucr,910.26,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Lighting7.dat,16,5,16,f,185308,74.36
FastPFOR,7416188,1649.98,ucr,1887.01,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MALLAT.dat,16,5,16,f,9878380,75.07
FastPFOR,156256,587.26,ucr,892.13,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Meat.dat,16,5,16,f,217420,71.87
FastPFOR,355060,694.43,ucr,980.16,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MedicalImages.dat,16,5,16,f,474636,74.81
FastPFOR,135472,560.84,ucr,825.06,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MiddlePhalanxOutlineAgeGroup.dat,16,5,16,f,188340,71.93
FastPFOR,218704,604.38,ucr,876.98,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MiddlePhalanxOutlineCorrect.dat,16,5,16,f,302920,72.2
FastPFOR,139644,650.39,ucr,958.92,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MiddlePhalanxTW.dat,16,5,16,f,188000,74.28
FastPFOR,340784,849.13,ucr,1072.34,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/MoteStrain.dat,16,5,16,f,452812,75.26
FastPFOR,7953708,931.23,ucr,1888.14,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/NonInvasiveFatalECG_Thorax1.dat,16,5,16,f,11370280,69.95
FastPFOR,7651708,950.41,ucr,1881.0,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/NonInvasiveFatalECG_Thorax2.dat,16,5,16,f,11370280,67.3
FastPFOR,101848,1084.11,ucr,1461.68,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/OliveOil.dat,16,5,16,f,137980,73.81
FastPFOR,575276,850.41,ucr,1117.04,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/OSULeaf.dat,16,5,16,f,763756,75.32
FastPFOR,645652,593.34,ucr,852.35,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/PhalangesOutlinesCorrect.dat,16,5,16,f,903700,71.45
FastPFOR,6400076,1255.65,ucr,1820.85,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Phoneme.dat,16,5,16,f,8684740,73.69
FastPFOR,94304,1791.66,ucr,1850.75,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Plane.dat,16,5,16,f,125140,75.36
FastPFOR,146924,593.38,ucr,807.92,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ProximalPhalanxOutlineAgeGroup.dat,16,5,16,f,205680,71.43
FastPFOR,214004,556.16,ucr,801.76,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ProximalPhalanxOutlineCorrect.dat,16,5,16,f,302920,70.65
FastPFOR,153848,667.81,ucr,973.33,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ProximalPhalanxTW.dat,16,5,16,f,205680,74.8
FastPFOR,795440,539.16,ucr,1331.21,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/RefrigerationDevices.dat,16,5,16,f,2174980,36.57
FastPFOR,495324,691.2,ucr,1472.43,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ScreenType.dat,16,5,16,f,2174980,22.77
