Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Memcpy,995480,22821.12,ucr,22554.32,False,/colmajor/uint16-as-uint32/ucr/50words.dat,-1,5,16,f,995480,100.0
FastPFOR,493428,1611.6,ucr,6798.29,False,/colmajor/uint16-as-uint32/ucr/50words.dat,-1,5,16,f,995480,49.57
FastPFOR,283904,1668.07,ucr,7140.45,False,/colmajor/uint16-as-uint32/ucr/Adiac.dat,-1,5,16,f,565424,50.21
FastPFOR,108672,958.8,ucr,7027.19,False,/colmajor/uint16-as-uint32/ucr/ArrowHead.dat,-1,5,16,f,216044,50.3
FastPFOR,57208,831.9,ucr,4320.53,False,/colmajor/uint16-as-uint32/ucr/Beef.dat,-1,5,16,f,113980,50.19
FastPFOR,41704,858.15,ucr,2086.96,False,/colmajor/uint16-as-uint32/ucr/BeetleFly.dat,-1,5,16,f,82700,50.43
FastPFOR,41688,816.89,ucr,3816.51,False,/colmajor/uint16-as-uint32/ucr/BirdChicken.dat,-1,5,16,f,82700,50.41
FastPFOR,140388,1063.24,ucr,5093.36,False,/colmajor/uint16-as-uint32/ucr/Car.dat,-1,5,16,f,279340,50.26
FastPFOR,248416,1053.68,ucr,8245.39,False,/colmajor/uint16-as-uint32/ucr/CBF.dat,-1,5,16,f,494740,50.21
FastPFOR,1479172,1828.56,ucr,7513.5,False,/colmajor/uint16-as-uint32/ucr/ChlorineConcentration.dat,-1,5,16,f,2945968,50.21
FastPFOR,4585336,1909.27,ucr,9304.52,False,/colmajor/uint16-as-uint32/ucr/CinC_ECG_torso.dat,-1,5,16,f,9337900,49.1
FastPFOR,32856,1591.38,ucr,1887.44,False,/colmajor/uint16-as-uint32/ucr/Coffee.dat,-1,5,16,f,65164,50.42
FastPFOR,622776,866.62,ucr,5357.56,False,/colmajor/uint16-as-uint32/ucr/Computers.dat,-1,5,16,f,1449980,42.95
FastPFOR,449548,862.86,ucr,5373.21,False,/colmajor/uint16-as-uint32/ucr/Cricket_X.dat,-1,5,16,f,951580,47.24
FastPFOR,477796,999.85,ucr,5757.59,False,/colmajor/uint16-as-uint32/ucr/Cricket_Y.dat,-1,5,16,f,951580,50.21
FastPFOR,449336,889.82,ucr,5397.11,False,/colmajor/uint16-as-uint32/ucr/Cricket_Z.dat,-1,5,16,f,951580,47.22
FastPFOR,226368,1029.32,ucr,5528.4,False,/colmajor/uint16-as-uint32/ucr/DiatomSizeReduction.dat,-1,5,16,f,450780,50.22
FastPFOR,92204,1038.05,ucr,5673.42,False,/colmajor/uint16-as-uint32/ucr/DistalPhalanxOutlineAgeGroup.dat,-1,5,16,f,183240,50.32
FastPFOR,149656,1122.28,ucr,5148.85,False,/colmajor/uint16-as-uint32/ucr/DistalPhalanxOutlineCorrect.dat,-1,5,16,f,297820,50.25
FastPFOR,92180,1223.84,ucr,6657.95,False,/colmajor/uint16-as-uint32/ucr/DistalPhalanxTW.dat,-1,5,16,f,183240,50.31
FastPFOR,426792,765.75,ucr,4415.13,False,/colmajor/uint16-as-uint32/ucr/Earthquakes.dat,-1,5,16,f,953328,44.77
FastPFOR,40768,892.24,ucr,3650.41,False,/colmajor/uint16-as-uint32/ucr/ECG200.dat,-1,5,16,f,80780,50.47
FastPFOR,1455860,1764.55,ucr,7476.76,False,/colmajor/uint16-as-uint32/ucr/ECG5000.dat,-1,5,16,f,2899980,50.2
FastPFOR,250512,1410.39,ucr,7090.02,False,/colmajor/uint16-as-uint32/ucr/ECGFiveDays.dat,-1,5,16,f,498556,50.25
FastPFOR,3334184,1486.06,ucr,10709.09,False,/colmajor/uint16-as-uint32/ucr/ElectricDevices.dat,-1,5,16,f,6721328,49.61
FastPFOR,587224,1157.99,ucr,7045.54,False,/colmajor/uint16-as-uint32/ucr/FaceAll.dat,-1,5,16,f,1223980,47.98
FastPFOR,79844,1381.39,ucr,10526.94,False,/colmajor/uint16-as-uint32/ucr/FaceFour.dat,-1,5,16,f,159020,50.21
FastPFOR,587272,1146.52,ucr,6794.75,False,/colmajor/uint16-as-uint32/ucr/FacesUCR.dat,-1,5,16,f,1223980,47.98
FastPFOR,288048,1553.7,ucr,6584.99,False,/colmajor/uint16-as-uint32/ucr/FISH.dat,-1,5,16,f,655180,43.96
FastPFOR,4990340,2543.89,ucr,8420.14,False,/colmajor/uint16-as-uint32/ucr/FordA.dat,-1,5,16,f,9940400,50.2
FastPFOR,4508664,2119.95,ucr,8822.68,False,/colmajor/uint16-as-uint32/ucr/FordB.dat,-1,5,16,f,8980900,50.2
FastPFOR,62280,1055.11,ucr,7597.74,False,/colmajor/uint16-as-uint32/ucr/Gun_Point.dat,-1,5,16,f,123980,50.23
FastPFOR,175476,777.25,ucr,4470.97,False,/colmajor/uint16-as-uint32/ucr/Ham.dat,-1,5,16,f,373196,47.02
FastPFOR,7403612,2035.08,ucr,10162.1,False,/colmajor/uint16-as-uint32/ucr/HandOutlines.dat,-1,5,16,f,14872700,49.78
FastPFOR,1019920,1542.15,ucr,13475.44,False,/colmajor/uint16-as-uint32/ucr/Haptics.dat,-1,5,16,f,2031624,50.2
FastPFOR,132984,1656.19,ucr,7740.43,False,/colmajor/uint16-as-uint32/ucr/Herring.dat,-1,5,16,f,264684,50.24
FastPFOR,2354364,1532.67,ucr,9503.81,False,/colmajor/uint16-as-uint32/ucr/InlineSkate.dat,-1,5,16,f,4906180,47.99
FastPFOR,1093236,1194.24,ucr,6391.82,False,/colmajor/uint16-as-uint32/ucr/InsectWingbeatSound.dat,-1,5,16,f,2296780,47.6
FastPFOR,63860,991.05,ucr,2464.01,False,/colmajor/uint16-as-uint32/ucr/ItalyPowerDemand.dat,-1,5,16,f,127116,50.24
FastPFOR,853828,1334.87,ucr,6857.59,False,/colmajor/uint16-as-uint32/ucr/LargeKitchenAppliances.dat,-1,5,16,f,2174980,39.26
FastPFOR,127936,1050.08,ucr,5788.58,False,/colmajor/uint16-as-uint32/ucr/Lighting2.dat,-1,5,16,f,310708,41.18
FastPFOR,81268,632.01,ucr,3520.96,False,/colmajor/uint16-as-uint32/ucr/Lighting7.dat,-1,5,16,f,185308,43.86
FastPFOR,4927660,1928.66,ucr,9622.46,False,/colmajor/uint16-as-uint32/ucr/MALLAT.dat,-1,5,16,f,9878380,49.88
FastPFOR,106908,1497.34,ucr,12326.1,False,/colmajor/uint16-as-uint32/ucr/Meat.dat,-1,5,16,f,217420,49.17
FastPFOR,228084,740.98,ucr,5040.58,False,/colmajor/uint16-as-uint32/ucr/MedicalImages.dat,-1,5,16,f,474636,48.05
FastPFOR,94744,1498.46,ucr,6057.51,False,/colmajor/uint16-as-uint32/ucr/MiddlePhalanxOutlineAgeGroup.dat,-1,5,16,f,188340,50.3
FastPFOR,152208,1650.74,ucr,7324.87,False,/colmajor/uint16-as-uint32/ucr/MiddlePhalanxOutlineCorrect.dat,-1,5,16,f,302920,50.25
FastPFOR,94488,1028.11,ucr,4930.11,False,/colmajor/uint16-as-uint32/ucr/MiddlePhalanxTW.dat,-1,5,16,f,188000,50.26
FastPFOR,227384,1097.6,ucr,5560.07,False,/colmajor/uint16-as-uint32/ucr/MoteStrain.dat,-1,5,16,f,452812,50.22
FastPFOR,5699472,2071.76,ucr,10448.61,False,/colmajor/uint16-as-uint32/ucr/NonInvasiveFatalECG_Thorax1.dat,-1,5,16,f,11370280,50.13
FastPFOR,5647440,1999.54,ucr,11032.67,False,/colmajor/uint16-as-uint32/ucr/NonInvasiveFatalECG_Thorax2.dat,-1,5,16,f,11370280,49.67
FastPFOR,67192,1437.46,ucr,5253.98,False,/colmajor/uint16-as-uint32/ucr/OliveOil.dat,-1,5,16,f,137980,48.7
FastPFOR,383632,1070.47,ucr,8294.12,False,/colmajor/uint16-as-uint32/ucr/OSULeaf.dat,-1,5,16,f,763756,50.23
FastPFOR,453760,1213.33,ucr,8285.81,False,/colmajor/uint16-as-uint32/ucr/PhalangesOutlinesCorrect.dat,-1,5,16,f,903700,50.21
FastPFOR,4359936,1834.69,ucr,7660.81,False,/colmajor/uint16-as-uint32/ucr/Phoneme.dat,-1,5,16,f,8684740,50.2
FastPFOR,62876,1866.51,ucr,11383.61,False,/colmajor/uint16-as-uint32/ucr/Plane.dat,-1,5,16,f,125140,50.24
FastPFOR,103384,1541.88,ucr,4955.31,False,/colmajor/uint16-as-uint32/ucr/ProximalPhalanxOutlineAgeGroup.dat,-1,5,16,f,205680,50.26
FastPFOR,152204,1128.08,ucr,7287.51,False,/colmajor/uint16-as-uint32/ucr/ProximalPhalanxOutlineCorrect.dat,-1,5,16,f,302920,50.25
FastPFOR,103392,1077.26,ucr,4932.73,False,/colmajor/uint16-as-uint32/ucr/ProximalPhalanxTW.dat,-1,5,16,f,205680,50.27
FastPFOR,1088856,1628.77,ucr,7626.13,False,/colmajor/uint16-as-uint32/ucr/RefrigerationDevices.dat,-1,5,16,f,2174980,50.06
FastPFOR,997412,1400.49,ucr,7254.02,False,/colmajor/uint16-as-uint32/ucr/ScreenType.dat,-1,5,16,f,2174980,45.86
FastPFOR,202924,1773.27,ucr,5361.88,False,/colmajor/uint16-as-uint32/ucr/ShapeletSim.dat,-1,5,16,f,403980,50.23
FastPFOR,1245916,1569.57,ucr,7509.61,False,/colmajor/uint16-as-uint32/ucr/ShapesAll.dat,-1,5,16,f,2481580,50.21
FastPFOR,962872,1262.18,ucr,7661.97,False,/colmajor/uint16-as-uint32/ucr/SmallKitchenAppliances.dat,-1,5,16,f,2174980,44.27
FastPFOR,93756,1073.31,ucr,4923.35,False,/colmajor/uint16-as-uint32/ucr/SonyAIBORobotSurface.dat,-1,5,16,f,186280,50.33
FastPFOR,138008,1108.0,ucr,6393.12,False,/colmajor/uint16-as-uint32/ucr/SonyAIBORobotSurfaceII.dat,-1,5,16,f,274380,50.3
FastPFOR,18172492,2014.83,ucr,11255.47,False,/colmajor/uint16-as-uint32/ucr/StarLightCurves.dat,-1,5,16,f,38015356,47.8
FastPFOR,473820,1784.97,ucr,7132.89,False,/colmajor/uint16-as-uint32/ucr/Strawberry.dat,-1,5,16,f,943660,50.21
FastPFOR,300580,1633.66,ucr,7155.26,False,/colmajor/uint16-as-uint32/ucr/SwedishLeaf.dat,-1,5,16,f,598480,50.22
FastPFOR,824864,1032.61,ucr,7901.11,False,/colmajor/uint16-as-uint32/ucr/Symbols.dat,-1,5,16,f,1644220,50.17
FastPFOR,78396,1023.46,ucr,4615.75,False,/colmajor/uint16-as-uint32/ucr/synthetic_control.dat,-1,5,16,f,155980,50.26
FastPFOR,151828,957.32,ucr,5280.44,False,/colmajor/uint16-as-uint32/ucr/ToeSegmentation1.dat,-1,5,16,f,302284,50.23
FastPFOR,115704,876.93,ucr,4898.28,False,/colmajor/uint16-as-uint32/ucr/ToeSegmentation2.dat,-1,5,16,f,231052,50.08
FastPFOR,108280,754.37,ucr,4694.12,False,/colmajor/uint16-as-uint32/ucr/Trace.dat,-1,5,16,f,223980,48.34
FastPFOR,1335508,2296.55,ucr,5665.67,False,/colmajor/uint16-as-uint32/ucr/Two_Patterns.dat,-1,5,16,f,2659980,50.21
FastPFOR,203224,989.06,ucr,5574.1,False,/colmajor/uint16-as-uint32/ucr/TwoLeadECG.dat,-1,5,16,f,404356,50.26
FastPFOR,2870088,1606.6,ucr,9085.22,False,/colmajor/uint16-as-uint32/ucr/uWaveGestureLibrary_X.dat,-1,5,16,f,5731820,50.07
FastPFOR,2742008,1441.55,ucr,11225.22,False,/colmajor/uint16-as-uint32/ucr/uWaveGestureLibrary_Y.dat,-1,5,16,f,5731820,47.84
FastPFOR,2873980,1655.86,ucr,8596.89,False,/colmajor/uint16-as-uint32/ucr/uWaveGestureLibrary_Z.dat,-1,5,16,f,5731820,50.14
FastPFOR,8472928,1938.12,ucr,11095.53,False,/colmajor/uint16-as-uint32/ucr/UWaveGestureLibraryAll.dat,-1,5,16,f,17016380,49.79
FastPFOR,2115448,1562.43,ucr,7429.93,False,/colmajor/uint16-as-uint32/ucr/wafer.dat,-1,5,16,f,4498972,47.02
FastPFOR,53416,848.92,ucr,4088.48,False,/colmajor/uint16-as-uint32/ucr/Wine.dat,-1,5,16,f,106096,50.35
FastPFOR,493668,1401.5,ucr,6833.15,False,/colmajor/uint16-as-uint32/ucr/WordsSynonyms.dat,-1,5,16,f,995480,49.59
FastPFOR,467180,1629.98,ucr,7008.19,False,/colmajor/uint16-as-uint32/ucr/Worms.dat,-1,5,16,f,933940,50.02
FastPFOR,467180,995.42,ucr,5411.04,False,/colmajor/uint16-as-uint32/ucr/WormsTwoClass.dat,-1,5,16,f,933940,50.02
FastPFOR,2856252,1669.74,ucr,7516.34,False,/colmajor/uint16-as-uint32/ucr/yoga.dat,-1,5,16,f,5689180,50.2
