Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Memcpy,995480,9962.57,ucr,2955.02,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/50words.dat,-1,5,16,f,995480,100.0
FastPFOR,746696,1329.98,ucr,1558.11,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/50words.dat,-1,5,16,f,995480,75.01
FastPFOR,425288,1152.31,ucr,1162.43,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Adiac.dat,-1,5,16,f,565424,75.22
FastPFOR,162688,830.97,ucr,1113.39,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ArrowHead.dat,-1,5,16,f,216044,75.3
FastPFOR,84832,801.65,ucr,1114.85,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Beef.dat,-1,5,16,f,113980,74.43
FastPFOR,62408,831.17,ucr,959.32,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/BeetleFly.dat,-1,5,16,f,82700,75.46
FastPFOR,62388,756.2,ucr,955.24,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/BirdChicken.dat,-1,5,16,f,82700,75.44
FastPFOR,210292,918.22,ucr,1248.55,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Car.dat,-1,5,16,f,279340,75.28
FastPFOR,372248,867.44,ucr,1090.63,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/CBF.dat,-1,5,16,f,494740,75.24
FastPFOR,2212184,1345.23,ucr,2045.58,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/ChlorineConcentration.dat,-1,5,16,f,2945968,75.09
FastPFOR,5321888,1139.2,ucr,2118.73,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/CinC_ECG_torso.dat,-1,5,16,f,9337900,56.99
FastPFOR,49152,1417.1,ucr,1813.54,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Coffee.dat,-1,5,16,f,65164,75.43
FastPFOR,420656,765.07,ucr,1412.35,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Computers.dat,-1,5,16,f,1449980,29.01
FastPFOR,715584,1500.58,ucr,1661.35,True,/colmajor/uint16-as-uint32_deltas_zigzag/ucr/Cricket_X.dat,-1,5,16,f,951580,75.2
