Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Memcpy,248870,18209.56,ucr,18892.43,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,100.0
Zstd -1,180706,104.57,ucr,272.68,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,72.61
Zstd -9,163659,30.74,ucr,275.41,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,65.76
LZ4,200501,351.84,ucr,1281.92,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,80.56
LZ4HC -1,193678,92.49,ucr,1858.97,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,77.82
LZ4HC -9,189134,75.09,ucr,1918.37,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,76.0
Snappy,197558,306.57,ucr,755.45,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,79.38
FSE,215065,186.2,ucr,171.03,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,86.42
Huffman,211861,158.56,ucr,297.69,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,85.13
Delta,98459,381.0,ucr,1125.4,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,39.56
DoubleDelta,82297,233.15,ucr,462.12,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,33.07
DeltaRLE_HUF,95308,148.28,ucr,347.01,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,38.3
DeltaRLE,98160,364.27,ucr,1061.57,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,39.44
BitShuffle8b -1,250334,366.28,ucr,513.38,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,100.59
BitShuffle8b -9,202852,121.28,ucr,342.95,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,81.51
ByteShuffle8b -1,250334,720.53,ucr,3664.97,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,100.59
ByteShuffle8b -9,195852,133.38,ucr,430.61,False,/colmajor/uint8/ucr/50words.dat,4,5,8,f,248870,78.7
Zstd -1,119784,81.08,ucr,236.25,False,/colmajor/uint8/ucr/Adiac.dat,4,5,8,f,141356,84.74
Zstd -9,105925,26.48,ucr,324.54,False,/colmajor/uint8/ucr/Adiac.dat,4,5,8,f,141356,74.93
LZ4,121284,444.71,ucr,1224.42,False,/colmajor/uint8/ucr/Adiac.dat,4,5,8,f,141356,85.8
LZ4HC -1,118206,68.44,ucr,1603.29,False,/colmajor/uint8/ucr/Adiac.dat,4,5,8,f,141356,83.62
LZ4HC -9,117290,63.35,ucr,961.78,False,/colmajor/uint8/ucr/Adiac.dat,4,5,8,f,141356,82.97
Snappy,129440,285.95,ucr,991.71,False,/colmajor/uint8/ucr/Adiac.dat,4,5,8,f,141356,91.57
FSE,138617,129.21,ucr,177.65,False,/colmajor/uint8/ucr/Adiac.dat,4,5,8,f,141356,98.06
