Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Memcpy,248870,10162.52,ucr,3034.63,True,/rowmajor/uint8/ucr/50words.dat,-1,5,8,c,248870,100.0
Zstd -1,88617,158.88,ucr,306.81,True,/rowmajor/uint8/ucr/50words.dat,-1,5,8,c,248870,35.61
Zstd -9,79160,14.95,ucr,429.71,True,/rowmajor/uint8/ucr/50words.dat,-1,5,8,c,248870,31.81
LZ4,140480,266.31,ucr,757.21,True,/rowmajor/uint8/ucr/50words.dat,-1,5,8,c,248870,56.45
LZ4HC -1,141573,87.93,ucr,652.22,True,/rowmajor/uint8/ucr/50words.dat,-1,5,8,c,248870,56.89
LZ4HC -9,93428,4.74,ucr,651.34,True,/rowmajor/uint8/ucr/50words.dat,-1,5,8,c,248870,37.54
Snappy,128998,205.58,ucr,473.98,True,/rowmajor/uint8/ucr/50words.dat,-1,5,8,c,248870,51.83
FSE,109010,299.32,ucr,221.25,True,/rowmajor/uint8/ucr/50words.dat,-1,5,8,c,248870,43.8
Huffman,110729,327.14,ucr,346.36,True,/rowmajor/uint8/ucr/50words.dat,-1,5,8,c,248870,44.49
Zstd -1,49637,88.49,ucr,201.8,True,/rowmajor/uint8/ucr/Adiac.dat,-1,5,8,c,141356,35.11
Zstd -9,45101,14.56,ucr,399.75,True,/rowmajor/uint8/ucr/Adiac.dat,-1,5,8,c,141356,31.91
LZ4,80813,256.44,ucr,748.97,True,/rowmajor/uint8/ucr/Adiac.dat,-1,5,8,c,141356,57.17
LZ4HC -1,80712,80.18,ucr,638.93,True,/rowmajor/uint8/ucr/Adiac.dat,-1,5,8,c,141356,57.1
LZ4HC -9,54834,5.81,ucr,956.12,True,/rowmajor/uint8/ucr/Adiac.dat,-1,5,8,c,141356,38.79
Snappy,75702,197.26,ucr,456.57,True,/rowmajor/uint8/ucr/Adiac.dat,-1,5,8,c,141356,53.55
FSE,64067,195.32,ucr,341.31,True,/rowmajor/uint8/ucr/Adiac.dat,-1,5,8,c,141356,45.32
Huffman,64802,495.05,ucr,527.16,True,/rowmajor/uint8/ucr/Adiac.dat,-1,5,8,c,141356,45.84
Zstd -1,25762,125.11,ucr,225.25,True,/rowmajor/uint8/ucr/ArrowHead.dat,-1,5,8,c,54011,47.7
Zstd -9,25077,16.15,ucr,159.75,True,/rowmajor/uint8/ucr/ArrowHead.dat,-1,5,8,c,54011,46.43
LZ4,41013,199.23,ucr,729.23,True,/rowmajor/uint8/ucr/ArrowHead.dat,-1,5,8,c,54011,75.93
LZ4HC -1,39003,74.95,ucr,748.74,True,/rowmajor/uint8/ucr/ArrowHead.dat,-1,5,8,c,54011,72.21
LZ4HC -9,34632,20.41,ucr,870.43,True,/rowmajor/uint8/ucr/ArrowHead.dat,-1,5,8,c,54011,64.12
Snappy,41046,163.78,ucr,436.59,True,/rowmajor/uint8/ucr/ArrowHead.dat,-1,5,8,c,54011,76.0
FSE,25963,294.32,ucr,310.74,True,/rowmajor/uint8/ucr/ArrowHead.dat,-1,5,8,c,54011,48.07
Huffman,26176,322.49,ucr,351.9,True,/rowmajor/uint8/ucr/ArrowHead.dat,-1,5,8,c,54011,48.46
Zstd -1,10140,83.18,ucr,169.34,True,/rowmajor/uint8/ucr/Beef.dat,-1,5,8,c,28495,35.59
Zstd -9,9600,14.76,ucr,261.41,True,/rowmajor/uint8/ucr/Beef.dat,-1,5,8,c,28495,33.69
LZ4,18796,249.73,ucr,565.04,True,/rowmajor/uint8/ucr/Beef.dat,-1,5,8,c,28495,65.96
LZ4HC -1,17168,47.77,ucr,401.25,True,/rowmajor/uint8/ucr/Beef.dat,-1,5,8,c,28495,60.25
LZ4HC -9,12918,6.08,ucr,818.63,True,/rowmajor/uint8/ucr/Beef.dat,-1,5,8,c,28495,45.33
Snappy,15817,184.2,ucr,409.76,True,/rowmajor/uint8/ucr/Beef.dat,-1,5,8,c,28495,55.51
FSE,10503,259.01,ucr,192.98,True,/rowmajor/uint8/ucr/Beef.dat,-1,5,8,c,28495,36.86
Huffman,10716,277.32,ucr,287.51,True,/rowmajor/uint8/ucr/Beef.dat,-1,5,8,c,28495,37.61
Zstd -1,9926,66.55,ucr,185.43,True,/rowmajor/uint8/ucr/BeetleFly.dat,-1,5,8,c,20675,48.01
Zstd -9,9477,14.43,ucr,139.86,True,/rowmajor/uint8/ucr/BeetleFly.dat,-1,5,8,c,20675,45.84
LZ4,16070,128.4,ucr,421.69,True,/rowmajor/uint8/ucr/BeetleFly.dat,-1,5,8,c,20675,77.73
LZ4HC -1,15302,44.25,ucr,428.59,True,/rowmajor/uint8/ucr/BeetleFly.dat,-1,5,8,c,20675,74.01
LZ4HC -9,14016,19.98,ucr,473.24,True,/rowmajor/uint8/ucr/BeetleFly.dat,-1,5,8,c,20675,67.79
Snappy,15606,104.28,ucr,260.92,True,/rowmajor/uint8/ucr/BeetleFly.dat,-1,5,8,c,20675,75.48
FSE,10235,170.84,ucr,183.91,True,/rowmajor/uint8/ucr/BeetleFly.dat,-1,5,8,c,20675,49.5
Huffman,10360,262.51,ucr,269.01,True,/rowmajor/uint8/ucr/BeetleFly.dat,-1,5,8,c,20675,50.11
Zstd -1,7752,69.94,ucr,172.32,True,/rowmajor/uint8/ucr/BirdChicken.dat,-1,5,8,c,20675,37.49
Zstd -9,7619,11.02,ucr,151.54,True,/rowmajor/uint8/ucr/BirdChicken.dat,-1,5,8,c,20675,36.85
LZ4,14329,148.5,ucr,380.51,True,/rowmajor/uint8/ucr/BirdChicken.dat,-1,5,8,c,20675,69.31
LZ4HC -1,13372,45.67,ucr,394.38,True,/rowmajor/uint8/ucr/BirdChicken.dat,-1,5,8,c,20675,64.68
LZ4HC -9,11281,11.18,ucr,484.54,True,/rowmajor/uint8/ucr/BirdChicken.dat,-1,5,8,c,20675,54.56
Snappy,12707,109.11,ucr,270.02,True,/rowmajor/uint8/ucr/BirdChicken.dat,-1,5,8,c,20675,61.46
FSE,8334,170.91,ucr,186.77,True,/rowmajor/uint8/ucr/BirdChicken.dat,-1,5,8,c,20675,40.31
Huffman,8391,263.28,ucr,286.4,True,/rowmajor/uint8/ucr/BirdChicken.dat,-1,5,8,c,20675,40.59
Zstd -1,21328,94.17,ucr,193.51,True,/rowmajor/uint8/ucr/Car.dat,-1,5,8,c,69835,30.54
Zstd -9,19473,12.62,ucr,327.86,True,/rowmajor/uint8/ucr/Car.dat,-1,5,8,c,69835,27.88
LZ4,36495,277.8,ucr,455.58,True,/rowmajor/uint8/ucr/Car.dat,-1,5,8,c,69835,52.26
LZ4HC -1,37518,52.76,ucr,381.38,True,/rowmajor/uint8/ucr/Car.dat,-1,5,8,c,69835,53.72
LZ4HC -9,25096,5.66,ucr,1075.05,True,/rowmajor/uint8/ucr/Car.dat,-1,5,8,c,69835,35.94
Snappy,33536,134.99,ucr,275.87,True,/rowmajor/uint8/ucr/Car.dat,-1,5,8,c,69835,48.02
FSE,22320,190.88,ucr,212.57,True,/rowmajor/uint8/ucr/Car.dat,-1,5,8,c,69835,31.96
Huffman,22739,315.36,ucr,348.25,True,/rowmajor/uint8/ucr/Car.dat,-1,5,8,c,69835,32.56
Zstd -1,101246,215.6,ucr,261.65,True,/rowmajor/uint8/ucr/CBF.dat,-1,5,8,c,123685,81.86
Zstd -9,100460,35.84,ucr,364.27,True,/rowmajor/uint8/ucr/CBF.dat,-1,5,8,c,123685,81.22
LZ4,124048,797.6,ucr,1061.4,True,/rowmajor/uint8/ucr/CBF.dat,-1,5,8,c,123685,100.29
LZ4HC -1,123025,75.11,ucr,962.06,True,/rowmajor/uint8/ucr/CBF.dat,-1,5,8,c,123685,99.47
LZ4HC -9,122242,35.9,ucr,1405.11,True,/rowmajor/uint8/ucr/CBF.dat,-1,5,8,c,123685,98.83
Snappy,123694,2540.52,ucr,1609.77,True,/rowmajor/uint8/ucr/CBF.dat,-1,5,8,c,123685,100.01
FSE,100712,193.55,ucr,211.98,True,/rowmajor/uint8/ucr/CBF.dat,-1,5,8,c,123685,81.43
Huffman,101230,314.33,ucr,281.57,True,/rowmajor/uint8/ucr/CBF.dat,-1,5,8,c,123685,81.85
Zstd -1,336751,171.55,ucr,372.74,True,/rowmajor/uint8/ucr/ChlorineConcentration.dat,-1,5,8,c,736492,45.72
Zstd -9,255277,29.81,ucr,380.34,True,/rowmajor/uint8/ucr/ChlorineConcentration.dat,-1,5,8,c,736492,34.66
LZ4,642120,319.16,ucr,960.75,True,/rowmajor/uint8/ucr/ChlorineConcentration.dat,-1,5,8,c,736492,87.19
LZ4HC -1,493506,89.94,ucr,1013.81,True,/rowmajor/uint8/ucr/ChlorineConcentration.dat,-1,5,8,c,736492,67.01
LZ4HC -9,420593,30.88,ucr,1098.46,True,/rowmajor/uint8/ucr/ChlorineConcentration.dat,-1,5,8,c,736492,57.11
