Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Deltas,Filename,Memlimit,MinIters,Nbits,Order,Original size,Ratio
Memcpy,497740,9989.76,ucr,3027.71,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,100.0
Zstd -1,497761,785.14,ucr,1712.44,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,100.0
Zstd -9,497761,118.24,ucr,1920.77,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,100.0
LZ4,499693,3073.27,ucr,1814.01,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,100.39
LZ4HC -1,496405,88.58,ucr,1323.02,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,99.73
LZ4HC -9,492240,43.23,ucr,775.39,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,98.9
Snappy,497767,2016.55,ucr,1157.93,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,100.01
FSE,497740,669.57,ucr,1187.47,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,100.0
Huffman,497740,699.83,ucr,0.0,True,/colmajor/uint16/ucr/50words.dat,-1,5,16,f,497740,100.0
Zstd -1,282730,502.94,ucr,1267.74,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,100.01
Zstd -9,282730,157.89,ucr,1714.2,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,100.01
LZ4,283822,2687.43,ucr,1716.76,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,100.39
LZ4HC -1,282947,84.46,ucr,1437.57,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,100.08
LZ4HC -9,282047,36.25,ucr,1378.28,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,99.76
Snappy,282730,2650.81,ucr,1707.42,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,100.01
FSE,282712,985.8,ucr,1705.24,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,100.0
Huffman,282712,1119.0,ucr,0.0,True,/colmajor/uint16/ucr/Adiac.dat,-1,5,16,f,282712,100.0
Zstd -1,108034,763.42,ucr,1682.04,True,/colmajor/uint16/ucr/ArrowHead.dat,-1,5,16,f,108022,100.01
