Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,225390,392.77,ucr,349.46,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,FIRE,100.0
Huffman,153686,253.28,ucr,240.26,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,FIRE,68.19
Snappy,205390,189.48,ucr,350.73,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,FIRE,91.13
LZ4,203392,191.67,ucr,392.7,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,FIRE,90.24
Huffman,181479,263.21,ucr,254.02,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,FIRE,80.16
Snappy,226075,402.29,ucr,462.36,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,FIRE,99.85
LZ4,224450,381.74,ucr,554.39,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,FIRE,99.14
Huffman,1071674,378.96,ucr,390.22,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,FIRE,47.64
Snappy,1213506,223.76,ucr,335.92,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,FIRE,53.95
LZ4,1255269,254.25,ucr,459.5,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,FIRE,55.8
Huffman,363710,368.38,ucr,266.02,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,FIRE,77.89
Snappy,457131,350.94,ucr,372.06,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,FIRE,97.89
LZ4,450332,305.27,ucr,448.83,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,FIRE,96.44
Huffman,118460,241.57,ucr,189.11,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,16,f,151460,FIRE,78.21
Snappy,130602,293.69,ucr,333.9,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,16,f,151460,FIRE,86.23
LZ4,126269,256.41,ucr,442.18,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,16,f,151460,FIRE,83.37
Huffman,51854,266.92,ucr,187.07,/colmajor/uint16/ucr/Plane.dat,-1,0,16,f,62570,FIRE,82.87
Snappy,62576,341.58,ucr,231.39,/colmajor/uint16/ucr/Plane.dat,-1,0,16,f,62570,FIRE,100.01
LZ4,62160,170.02,ucr,295.1,/colmajor/uint16/ucr/Plane.dat,-1,0,16,f,62570,FIRE,99.34
Huffman,120507,151.34,ucr,139.84,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,16,f,148910,FIRE,80.93
Snappy,131783,220.79,ucr,295.32,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,16,f,148910,FIRE,88.5
LZ4,128872,179.28,ucr,294.46,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,16,f,148910,FIRE,86.54
Huffman,126404,158.51,ucr,151.07,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,0,16,f,151142,FIRE,83.63
Snappy,151154,285.18,ucr,474.05,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,0,16,f,151142,FIRE,100.01
LZ4,150153,343.57,ucr,461.3,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,0,16,f,151142,FIRE,99.35
Huffman,353765,198.6,ucr,261.07,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,0,16,f,497740,FIRE,71.07
Snappy,485546,288.0,ucr,338.85,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,0,16,f,497740,FIRE,97.55
LZ4,479930,242.51,ucr,432.23,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,0,16,f,497740,FIRE,96.42
Huffman,1795381,295.28,ucr,313.74,/colmajor/uint16/ucr/ElectricDevices.dat,-1,0,16,f,3360664,FIRE,53.42
Snappy,1533855,329.21,ucr,377.77,/colmajor/uint16/ucr/ElectricDevices.dat,-1,0,16,f,3360664,FIRE,45.64
