Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,48355200,8985.38,ampd_power,10678.14,/colmajor/uint16/ampd_power/ampd_power.dat,-1,0,16,f,48355200,None,100.0
Zstd -1,10313499,429.77,ampd_power,771.01,/colmajor/uint16/ampd_power/ampd_power.dat,-1,0,16,f,48355200,None,21.33
Zstd -9,8587696,50.06,ampd_power,864.82,/colmajor/uint16/ampd_power/ampd_power.dat,-1,0,16,f,48355200,None,17.76
Snappy,15247920,548.67,ampd_power,1467.95,/colmajor/uint16/ampd_power/ampd_power.dat,-1,0,16,f,48355200,None,31.53
LZO -1,14716708,721.33,ampd_power,885.96,/colmajor/uint16/ampd_power/ampd_power.dat,-1,0,16,f,48355200,None,30.43
LZO -9,14716708,770.2,ampd_power,876.31,/colmajor/uint16/ampd_power/ampd_power.dat,-1,0,16,f,48355200,None,30.43
LZ4,14997697,861.07,ampd_power,2005.39,/colmajor/uint16/ampd_power/ampd_power.dat,-1,0,16,f,48355200,None,31.02
Zlib -1,9881181,127.1,ampd_power,410.31,/colmajor/uint16/ampd_power/ampd_power.dat,-1,0,16,f,48355200,None,20.43
Zlib -9,8479158,2.31,ampd_power,425.12,/colmajor/uint16/ampd_power/ampd_power.dat,-1,0,16,f,48355200,None,17.54
Huffman,18435845,796.15,ampd_power,976.19,/colmajor/uint16/ampd_power/ampd_power.dat,-1,0,16,f,48355200,None,38.13
