Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,112695,3707.68,ucr,4918.82,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,100.0
Snappy,76591,173.85,ucr,573.44,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,67.96
LZ4,73875,223.13,ucr,1153.68,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,65.55
Snappy,87485,168.45,ucr,585.58,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,77.28
LZ4,91314,264.02,ucr,809.58,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,80.66
Snappy,348520,311.39,ucr,934.68,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,30.99
LZ4,353495,479.05,ucr,886.12,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,31.43
Snappy,196499,193.41,ucr,592.84,/colmajor/uint8/ucr/Worms.dat,-1,0,8,f,233485,None,84.16
LZ4,200818,354.56,ucr,1597.6,/colmajor/uint8/ucr/Worms.dat,-1,0,8,f,233485,None,86.01
Snappy,65619,709.79,ucr,2252.26,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,8,f,75730,None,86.65
LZ4,62398,577.22,ucr,2690.04,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,8,f,75730,None,82.4
Snappy,31291,1567.54,ucr,4736.56,/colmajor/uint8/ucr/Plane.dat,-1,0,8,f,31285,None,100.02
LZ4,29607,322.49,ucr,1354.62,/colmajor/uint8/ucr/Plane.dat,-1,0,8,f,31285,None,94.64
Snappy,71440,769.55,ucr,3655.13,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,8,f,74455,None,95.95
LZ4,64048,596.62,ucr,2964.56,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,8,f,74455,None,86.02
Snappy,69017,255.88,ucr,881.94,/colmajor/uint8/ucr/ToeSegmentation1.dat,-1,0,8,f,75571,None,91.33
LZ4,69563,391.39,ucr,2171.14,/colmajor/uint8/ucr/ToeSegmentation1.dat,-1,0,8,f,75571,None,92.05
Snappy,171869,187.69,ucr,585.2,/colmajor/uint8/ucr/WordsSynonyms.dat,-1,0,8,f,248870,None,69.06
LZ4,180277,257.83,ucr,1282.21,/colmajor/uint8/ucr/WordsSynonyms.dat,-1,0,8,f,248870,None,72.44
Snappy,683455,428.7,ucr,1113.84,/colmajor/uint8/ucr/ElectricDevices.dat,-1,0,8,f,1680332,None,40.67
LZ4,696117,437.33,ucr,1856.72,/colmajor/uint8/ucr/ElectricDevices.dat,-1,0,8,f,1680332,None,41.43
Snappy,16196,872.9,ucr,2568.34,/colmajor/uint8/ucr/Coffee.dat,-1,0,8,f,16291,None,99.42
LZ4,15190,296.74,ucr,410.9,/colmajor/uint8/ucr/Coffee.dat,-1,0,8,f,16291,None,93.24
Snappy,53977,386.53,ucr,1304.29,/colmajor/uint8/ucr/ToeSegmentation2.dat,-1,0,8,f,57763,None,93.45
LZ4,49366,240.59,ucr,1043.88,/colmajor/uint8/ucr/ToeSegmentation2.dat,-1,0,8,f,57763,None,85.46
Snappy,194098,270.81,ucr,762.08,/colmajor/uint8/ucr/Haptics.dat,-1,0,8,f,507906,None,38.22
LZ4,213679,347.36,ucr,801.31,/colmajor/uint8/ucr/Haptics.dat,-1,0,8,f,507906,None,42.07
Snappy,4012550,331.47,ucr,993.22,/colmajor/uint8/ucr/StarLightCurves.dat,-1,0,8,f,9503839,None,42.22
LZ4,3970050,440.05,ucr,1614.51,/colmajor/uint8/ucr/StarLightCurves.dat,-1,0,8,f,9503839,None,41.77
Snappy,95817,674.02,ucr,1153.45,/colmajor/uint8/ucr/ScreenType.dat,-1,0,8,f,543745,None,17.62
LZ4,95765,675.41,ucr,1827.55,/colmajor/uint8/ucr/ScreenType.dat,-1,0,8,f,543745,None,17.61
Snappy,1613426,245.3,ucr,552.28,/colmajor/uint8/ucr/MALLAT.dat,-1,0,8,f,2469595,None,65.33
LZ4,1606127,283.89,ucr,1469.89,/colmajor/uint8/ucr/MALLAT.dat,-1,0,8,f,2469595,None,65.04
Snappy,42522,245.16,ucr,656.43,/colmajor/uint8/ucr/Lighting2.dat,-1,0,8,f,77677,None,54.74
LZ4,44433,318.53,ucr,1258.38,/colmajor/uint8/ucr/Lighting2.dat,-1,0,8,f,77677,None,57.2
Snappy,149632,3405.33,ucr,6306.43,/colmajor/uint8/ucr/SwedishLeaf.dat,-1,0,8,f,149620,None,100.01
LZ4,148538,883.13,ucr,4326.4,/colmajor/uint8/ucr/SwedishLeaf.dat,-1,0,8,f,149620,None,99.28
Snappy,2233491,1941.49,ucr,4718.4,/colmajor/uint8/ucr/FordB.dat,-1,0,8,f,2245225,None,99.48
LZ4,2217543,627.08,ucr,4620.52,/colmajor/uint8/ucr/FordB.dat,-1,0,8,f,2245225,None,98.77
Snappy,62004,1423.45,ucr,1863.61,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,-1,0,8,f,543745,None,11.4
LZ4,45231,1265.03,ucr,1447.92,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,-1,0,8,f,543745,None,8.32
Snappy,31785,1343.61,ucr,3668.78,/colmajor/uint8/ucr/ItalyPowerDemand.dat,-1,0,8,f,31779,None,100.02
LZ4,31522,325.15,ucr,1658.27,/colmajor/uint8/ucr/ItalyPowerDemand.dat,-1,0,8,f,31779,None,99.19
Snappy,19874,132.7,ucr,396.74,/colmajor/uint8/ucr/Beef.dat,-1,0,8,f,28495,None,69.75
LZ4,20716,155.56,ucr,634.08,/colmajor/uint8/ucr/Beef.dat,-1,0,8,f,28495,None,72.7
Snappy,9805,164.17,ucr,586.74,/colmajor/uint8/ucr/Wine.dat,-1,0,8,f,26524,None,36.97
LZ4,10190,206.1,ucr,817.66,/colmajor/uint8/ucr/Wine.dat,-1,0,8,f,26524,None,38.42
Snappy,55368,664.16,ucr,1116.61,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,0,8,f,543745,None,10.18
LZ4,45585,861.6,ucr,1730.2,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,0,8,f,543745,None,8.38
Snappy,304519,1418.9,ucr,3433.48,/colmajor/uint8/ucr/FaceAll.dat,-1,0,8,f,305995,None,99.52
LZ4,304284,582.05,ucr,3257.21,/colmajor/uint8/ucr/FaceAll.dat,-1,0,8,f,305995,None,99.44
Snappy,23771,150.94,ucr,502.46,/colmajor/uint8/ucr/Meat.dat,-1,0,8,f,54355,None,43.73
LZ4,27306,192.55,ucr,698.72,/colmajor/uint8/ucr/Meat.dat,-1,0,8,f,54355,None,50.24
Snappy,2481351,2766.76,ucr,5767.47,/colmajor/uint8/ucr/FordA.dat,-1,0,8,f,2485100,None,99.85
LZ4,2459033,684.48,ucr,5035.01,/colmajor/uint8/ucr/FordA.dat,-1,0,8,f,2485100,None,98.95
Snappy,196753,276.21,ucr,742.7,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,0,8,f,543745,None,36.18
LZ4,210516,328.31,ucr,1353.42,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,0,8,f,543745,None,38.72
Snappy,101098,2853.45,ucr,6504.25,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,0,8,f,101089,None,100.01
