Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,112695,12052.94,ucr,2830.47,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,Delta,100.0
Zstd -1,33599,164.04,ucr,426.08,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,Delta,29.81
Zstd -9,29316,13.75,ucr,518.46,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,Delta,26.01
Snappy,52969,195.67,ucr,497.94,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,Delta,47.0
LZO -1,53765,285.44,ucr,391.75,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,Delta,47.71
LZO -9,53765,382.0,ucr,370.87,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,Delta,47.71
LZ4,56997,304.96,ucr,917.28,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,Delta,50.58
Zlib -1,37333,62.29,ucr,225.31,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,Delta,33.13
Zlib -9,28401,1.52,ucr,252.64,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,Delta,25.2
Huffman,41693,602.01,ucr,697.94,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,Delta,37.0
Zstd -1,50158,160.08,ucr,378.68,/colmajor/uint8/ucr/MoteStrain.dat,-1,10,8,f,113203,Delta,44.31
Zstd -9,49175,13.55,ucr,406.75,/colmajor/uint8/ucr/MoteStrain.dat,-1,10,8,f,113203,Delta,43.44
Snappy,76793,169.85,ucr,496.96,/colmajor/uint8/ucr/MoteStrain.dat,-1,10,8,f,113203,Delta,67.84
LZO -1,74803,218.98,ucr,291.62,/colmajor/uint8/ucr/MoteStrain.dat,-1,10,8,f,113203,Delta,66.08
LZO -9,74803,213.68,ucr,293.93,/colmajor/uint8/ucr/MoteStrain.dat,-1,10,8,f,113203,Delta,66.08
LZ4,80589,237.09,ucr,881.11,/colmajor/uint8/ucr/MoteStrain.dat,-1,10,8,f,113203,Delta,71.19
Zlib -1,56148,44.52,ucr,154.46,/colmajor/uint8/ucr/MoteStrain.dat,-1,10,8,f,113203,Delta,49.6
Zlib -9,49437,2.1,ucr,174.01,/colmajor/uint8/ucr/MoteStrain.dat,-1,10,8,f,113203,Delta,43.67
Huffman,51170,310.53,ucr,332.37,/colmajor/uint8/ucr/MoteStrain.dat,-1,10,8,f,113203,Delta,45.2
Zstd -1,217866,208.49,ucr,397.91,/colmajor/uint8/ucr/wafer.dat,-1,10,8,f,1124743,Delta,19.37
Zstd -9,188476,39.09,ucr,554.68,/colmajor/uint8/ucr/wafer.dat,-1,10,8,f,1124743,Delta,16.76
Snappy,328123,319.75,ucr,601.66,/colmajor/uint8/ucr/wafer.dat,-1,10,8,f,1124743,Delta,29.17
LZO -1,345613,376.59,ucr,372.39,/colmajor/uint8/ucr/wafer.dat,-1,10,8,f,1124743,Delta,30.73
LZO -9,345613,374.75,ucr,375.68,/colmajor/uint8/ucr/wafer.dat,-1,10,8,f,1124743,Delta,30.73
LZ4,338534,369.04,ucr,811.62,/colmajor/uint8/ucr/wafer.dat,-1,10,8,f,1124743,Delta,30.1
Zlib -1,260810,94.23,ucr,223.82,/colmajor/uint8/ucr/wafer.dat,-1,10,8,f,1124743,Delta,23.19
Zlib -9,194365,2.36,ucr,328.66,/colmajor/uint8/ucr/wafer.dat,-1,10,8,f,1124743,Delta,17.28
Huffman,260680,490.83,ucr,564.98,/colmajor/uint8/ucr/wafer.dat,-1,10,8,f,1124743,Delta,23.18
Zstd -1,84896,126.98,ucr,357.47,/colmajor/uint8/ucr/Worms.dat,-1,10,8,f,233485,Delta,36.36
Zstd -9,84637,11.82,ucr,212.46,/colmajor/uint8/ucr/Worms.dat,-1,10,8,f,233485,Delta,36.25
Snappy,153363,114.19,ucr,295.32,/colmajor/uint8/ucr/Worms.dat,-1,10,8,f,233485,Delta,65.68
LZO -1,149848,150.07,ucr,197.16,/colmajor/uint8/ucr/Worms.dat,-1,10,8,f,233485,Delta,64.18
LZO -9,149848,149.36,ucr,197.38,/colmajor/uint8/ucr/Worms.dat,-1,10,8,f,233485,Delta,64.18
LZ4,152988,162.96,ucr,545.14,/colmajor/uint8/ucr/Worms.dat,-1,10,8,f,233485,Delta,65.52
Zlib -1,105933,40.8,ucr,151.95,/colmajor/uint8/ucr/Worms.dat,-1,10,8,f,233485,Delta,45.37
Zlib -9,96101,2.39,ucr,195.75,/colmajor/uint8/ucr/Worms.dat,-1,10,8,f,233485,Delta,41.16
Huffman,92722,506.28,ucr,554.17,/colmajor/uint8/ucr/Worms.dat,-1,10,8,f,233485,Delta,39.71
Zstd -1,43463,168.56,ucr,409.13,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,10,8,f,75730,Delta,57.39
Zstd -9,40544,20.6,ucr,299.48,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,10,8,f,75730,Delta,53.54
Snappy,62714,327.72,ucr,603.15,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,10,8,f,75730,Delta,82.81
LZO -1,63120,407.33,ucr,464.74,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,10,8,f,75730,Delta,83.35
LZO -9,63120,367.35,ucr,726.15,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,10,8,f,75730,Delta,83.35
LZ4,61031,430.38,ucr,1020.62,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,10,8,f,75730,Delta,80.59
Zlib -1,41794,27.01,ucr,94.09,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,10,8,f,75730,Delta,55.19
Zlib -9,40321,12.54,ucr,144.15,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,10,8,f,75730,Delta,53.24
Huffman,49895,305.91,ucr,287.18,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,10,8,f,75730,Delta,65.89
Zstd -1,17433,71.56,ucr,211.77,/colmajor/uint8/ucr/Plane.dat,-1,10,8,f,31285,Delta,55.72
Zstd -9,16139,15.38,ucr,161.61,/colmajor/uint8/ucr/Plane.dat,-1,10,8,f,31285,Delta,51.59
Snappy,25876,121.53,ucr,291.05,/colmajor/uint8/ucr/Plane.dat,-1,10,8,f,31285,Delta,82.71
LZO -1,25299,132.6,ucr,179.67,/colmajor/uint8/ucr/Plane.dat,-1,10,8,f,31285,Delta,80.87
LZO -9,25299,133.11,ucr,180.18,/colmajor/uint8/ucr/Plane.dat,-1,10,8,f,31285,Delta,80.87
LZ4,25483,144.26,ucr,457.86,/colmajor/uint8/ucr/Plane.dat,-1,10,8,f,31285,Delta,81.45
Zlib -1,17716,24.51,ucr,84.33,/colmajor/uint8/ucr/Plane.dat,-1,10,8,f,31285,Delta,56.63
Zlib -9,16364,9.06,ucr,82.31,/colmajor/uint8/ucr/Plane.dat,-1,10,8,f,31285,Delta,52.31
Huffman,18904,270.76,ucr,277.21,/colmajor/uint8/ucr/Plane.dat,-1,10,8,f,31285,Delta,60.43
Zstd -1,44355,126.7,ucr,300.55,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,10,8,f,74455,Delta,59.57
Zstd -9,42878,22.08,ucr,201.42,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,10,8,f,74455,Delta,57.59
Snappy,71141,787.88,ucr,866.38,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,10,8,f,74455,Delta,95.55
LZO -1,63081,312.35,ucr,471.8,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,10,8,f,74455,Delta,84.72
LZO -9,63081,302.55,ucr,472.66,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,10,8,f,74455,Delta,84.72
LZ4,63867,369.25,ucr,757.06,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,10,8,f,74455,Delta,85.78
Zlib -1,43918,26.96,ucr,92.57,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,10,8,f,74455,Delta,58.99
Zlib -9,42623,12.47,ucr,140.24,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,10,8,f,74455,Delta,57.25
Huffman,49341,446.2,ucr,438.7,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,10,8,f,74455,Delta,66.27
Zstd -1,36881,141.87,ucr,367.84,/colmajor/uint8/ucr/ToeSegmentation1.dat,-1,10,8,f,75571,Delta,48.8
Zstd -9,37764,16.9,ucr,268.89,/colmajor/uint8/ucr/ToeSegmentation1.dat,-1,10,8,f,75571,Delta,49.97
Snappy,61367,122.04,ucr,301.75,/colmajor/uint8/ucr/ToeSegmentation1.dat,-1,10,8,f,75571,Delta,81.2
