Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,225390,387.32,ucr,349.62,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,FIRE,100.0
Snappy,205390,186.73,ucr,285.9,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,FIRE,91.13
LZ4,203392,206.17,ucr,428.07,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,FIRE,90.24
Snappy,226075,369.7,ucr,470.66,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,FIRE,99.85
LZ4,224450,328.07,ucr,463.31,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,FIRE,99.14
Snappy,1213506,191.54,ucr,285.08,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,FIRE,53.95
LZ4,1255269,256.42,ucr,489.98,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,FIRE,55.8
Snappy,457131,430.67,ucr,214.39,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,FIRE,97.89
LZ4,450332,201.03,ucr,304.43,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,FIRE,96.44
Snappy,130602,212.1,ucr,217.7,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,16,f,151460,FIRE,86.23
LZ4,126269,167.31,ucr,297.04,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,16,f,151460,FIRE,83.37
Snappy,62576,279.2,ucr,216.05,/colmajor/uint16/ucr/Plane.dat,-1,0,16,f,62570,FIRE,100.01
LZ4,62160,170.89,ucr,305.17,/colmajor/uint16/ucr/Plane.dat,-1,0,16,f,62570,FIRE,99.34
Snappy,131783,219.32,ucr,304.38,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,16,f,148910,FIRE,88.5
LZ4,128872,177.81,ucr,298.82,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,16,f,148910,FIRE,86.54
Snappy,151154,227.85,ucr,316.51,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,0,16,f,151142,FIRE,100.01
LZ4,150153,245.69,ucr,312.92,/colmajor/uint16/ucr/ToeSegmentation1.dat,-1,0,16,f,151142,FIRE,99.35
Snappy,485546,191.94,ucr,219.36,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,0,16,f,497740,FIRE,97.55
LZ4,479930,159.06,ucr,290.75,/colmajor/uint16/ucr/WordsSynonyms.dat,-1,0,16,f,497740,FIRE,96.42
Snappy,1533855,295.62,ucr,363.57,/colmajor/uint16/ucr/ElectricDevices.dat,-1,0,16,f,3360664,FIRE,45.64
LZ4,1501504,325.22,ucr,477.5,/colmajor/uint16/ucr/ElectricDevices.dat,-1,0,16,f,3360664,FIRE,44.68
Snappy,32588,374.98,ucr,356.8,/colmajor/uint16/ucr/Coffee.dat,-1,0,16,f,32582,FIRE,100.02
LZ4,32711,592.06,ucr,494.91,/colmajor/uint16/ucr/Coffee.dat,-1,0,16,f,32582,FIRE,100.4
Snappy,113617,356.22,ucr,402.66,/colmajor/uint16/ucr/ToeSegmentation2.dat,-1,0,16,f,115526,FIRE,98.35
LZ4,114057,326.87,ucr,456.13,/colmajor/uint16/ucr/ToeSegmentation2.dat,-1,0,16,f,115526,FIRE,98.73
Snappy,997732,323.57,ucr,349.49,/colmajor/uint16/ucr/Haptics.dat,-1,0,16,f,1015812,FIRE,98.22
LZ4,998782,274.65,ucr,461.72,/colmajor/uint16/ucr/Haptics.dat,-1,0,16,f,1015812,FIRE,98.32
Snappy,9273898,205.27,ucr,335.98,/colmajor/uint16/ucr/StarLightCurves.dat,-1,0,16,f,19007678,FIRE,48.79
LZ4,9060118,276.33,ucr,425.15,/colmajor/uint16/ucr/StarLightCurves.dat,-1,0,16,f,19007678,FIRE,47.67
Snappy,176011,296.17,ucr,311.28,/colmajor/uint16/ucr/ScreenType.dat,-1,0,16,f,1087490,FIRE,16.19
LZ4,165389,293.45,ucr,425.13,/colmajor/uint16/ucr/ScreenType.dat,-1,0,16,f,1087490,FIRE,15.21
Snappy,4035684,215.15,ucr,328.8,/colmajor/uint16/ucr/MALLAT.dat,-1,0,16,f,4939190,FIRE,81.71
LZ4,4094105,252.73,ucr,426.26,/colmajor/uint16/ucr/MALLAT.dat,-1,0,16,f,4939190,FIRE,82.89
Snappy,132659,362.71,ucr,349.0,/colmajor/uint16/ucr/Lighting2.dat,-1,0,16,f,155354,FIRE,85.39
LZ4,130558,291.55,ucr,471.78,/colmajor/uint16/ucr/Lighting2.dat,-1,0,16,f,155354,FIRE,84.04
Snappy,299258,387.99,ucr,126.68,/colmajor/uint16/ucr/SwedishLeaf.dat,-1,0,16,f,299240,FIRE,100.01
LZ4,299225,319.11,ucr,463.81,/colmajor/uint16/ucr/SwedishLeaf.dat,-1,0,16,f,299240,FIRE,99.99
Snappy,4490653,569.94,ucr,606.88,/colmajor/uint16/ucr/FordB.dat,-1,0,16,f,4490450,FIRE,100.0
LZ4,4507682,354.41,ucr,544.22,/colmajor/uint16/ucr/FordB.dat,-1,0,16,f,4490450,FIRE,100.38
Snappy,148184,405.49,ucr,396.83,/colmajor/uint16/ucr/LargeKitchenAppliances.dat,-1,0,16,f,1087490,FIRE,13.63
LZ4,122728,339.12,ucr,445.26,/colmajor/uint16/ucr/LargeKitchenAppliances.dat,-1,0,16,f,1087490,FIRE,11.29
Snappy,63531,515.23,ucr,307.92,/colmajor/uint16/ucr/ItalyPowerDemand.dat,-1,0,16,f,63558,FIRE,99.96
LZ4,61867,255.77,ucr,400.9,/colmajor/uint16/ucr/ItalyPowerDemand.dat,-1,0,16,f,63558,FIRE,97.34
