Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,112695,491.24,ucr,296.93,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,FIRE,100.0
Zstd -1,37219,54.97,ucr,85.19,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,FIRE,33.03
Zstd -9,32603,9.99,ucr,187.21,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,FIRE,28.93
Snappy,55271,181.59,ucr,217.77,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,FIRE,49.04
LZO -1,57268,213.31,ucr,179.39,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,FIRE,50.82
LZO -11,58575,138.02,ucr,121.99,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,FIRE,51.98
LZO -12,57992,146.62,ucr,122.22,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,FIRE,51.46
LZO -15,57261,146.35,ucr,124.03,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,FIRE,50.81
LZO -999,38439,1.16,ucr,161.44,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,FIRE,34.11
LZ4,59316,142.34,ucr,170.01,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,FIRE,52.63
Zlib -1,40881,41.61,ucr,92.68,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,FIRE,36.28
Zlib -9,32031,2.2,ucr,139.73,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,FIRE,28.42
Huffman,50442,187.75,ucr,103.22,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,10,8,f,112695,FIRE,44.76
Zstd -1,69216,62.06,ucr,86.17,/colmajor/uint8/ucr/MoteStrain.dat,-1,10,8,f,113203,FIRE,61.14
