Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,225390,4923.33,ucr,4618.84,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.0
Zstd -1,225619,240.78,ucr,4492.17,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.1
Zstd -9,225619,50.75,ucr,2679.39,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.1
Snappy,225503,2321.38,ucr,5507.12,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.05
LZO -1,226384,2131.53,ucr,4734.19,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.44
LZO -9,226384,2176.13,ucr,5799.45,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.44
LZ4,226233,1201.3,ucr,3080.32,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.37
Zlib -1,223665,46.89,ucr,217.18,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,99.23
Zlib -9,223714,45.58,ucr,206.2,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,99.26
Huffman,224669,334.01,ucr,498.81,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,99.68
Zstd -1,210910,270.93,ucr,465.64,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,93.16
Zstd -9,210152,50.89,ucr,356.49,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,92.82
Snappy,226174,1785.86,ucr,0.0,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,99.9
LZO -1,226964,2764.66,ucr,0.0,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,100.25
LZO -9,226964,3677.75,ucr,0.0,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,100.25
LZ4,225124,2635.6,ucr,0.0,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,99.43
Zlib -1,209630,56.3,ucr,201.43,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,92.59
Zlib -9,209384,49.81,ucr,174.74,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,92.48
Huffman,212480,289.75,ucr,361.14,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,93.85
