Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,112695,4419.93,ucr,5791.71,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,100.0
Huffman,107491,437.19,ucr,397.56,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,95.38
Snappy,76591,171.76,ucr,582.89,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,67.96
LZ4,73875,128.85,ucr,838.49,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,65.55
Huffman,83559,341.09,ucr,362.12,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,73.81
Snappy,87485,114.72,ucr,378.79,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,77.28
LZ4,91314,177.96,ucr,797.82,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,80.66
Huffman,754867,603.1,ucr,557.73,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,67.11
Snappy,348520,310.95,ucr,829.58,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,30.99
LZ4,353495,370.55,ucr,1286.61,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,31.43
Huffman,199213,528.06,ucr,467.5,/colmajor/uint8/ucr/Worms.dat,-1,0,8,f,233485,None,85.32
Snappy,196499,190.98,ucr,621.59,/colmajor/uint8/ucr/Worms.dat,-1,0,8,f,233485,None,84.16
LZ4,200818,319.04,ucr,1598.53,/colmajor/uint8/ucr/Worms.dat,-1,0,8,f,233485,None,86.01
Huffman,69349,452.18,ucr,420.11,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,8,f,75730,None,91.57
Snappy,65619,593.61,ucr,2180.66,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,8,f,75730,None,86.65
LZ4,62398,605.32,ucr,2615.71,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,8,f,75730,None,82.4
Huffman,30089,378.16,ucr,384.84,/colmajor/uint8/ucr/Plane.dat,-1,0,8,f,31285,None,96.18
Snappy,31291,1552.68,ucr,4598.71,/colmajor/uint8/ucr/Plane.dat,-1,0,8,f,31285,None,100.02
LZ4,29607,326.75,ucr,1331.11,/colmajor/uint8/ucr/Plane.dat,-1,0,8,f,31285,None,94.64
Huffman,67835,460.47,ucr,411.12,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,8,f,74455,None,91.11
Snappy,71440,1614.83,ucr,3847.6,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,8,f,74455,None,95.95
LZ4,64048,665.09,ucr,3953.22,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,8,f,74455,None,86.02
Huffman,60647,544.01,ucr,583.65,/colmajor/uint8/ucr/ToeSegmentation1.dat,-1,0,8,f,75571,None,80.25
Snappy,69017,342.68,ucr,1269.67,/colmajor/uint8/ucr/ToeSegmentation1.dat,-1,0,8,f,75571,None,91.33
LZ4,69563,524.41,ucr,3741.32,/colmajor/uint8/ucr/ToeSegmentation1.dat,-1,0,8,f,75571,None,92.05
Huffman,209294,729.81,ucr,589.57,/colmajor/uint8/ucr/WordsSynonyms.dat,-1,0,8,f,248870,None,84.1
Snappy,171869,189.18,ucr,636.73,/colmajor/uint8/ucr/WordsSynonyms.dat,-1,0,8,f,248870,None,69.06
LZ4,180277,258.12,ucr,1290.96,/colmajor/uint8/ucr/WordsSynonyms.dat,-1,0,8,f,248870,None,72.44
Huffman,984008,564.02,ucr,623.86,/colmajor/uint8/ucr/ElectricDevices.dat,-1,0,8,f,1680332,None,58.56
Snappy,683455,349.05,ucr,890.77,/colmajor/uint8/ucr/ElectricDevices.dat,-1,0,8,f,1680332,None,40.67
LZ4,696117,412.2,ucr,1431.49,/colmajor/uint8/ucr/ElectricDevices.dat,-1,0,8,f,1680332,None,41.43
Huffman,15586,304.8,ucr,341.33,/colmajor/uint8/ucr/Coffee.dat,-1,0,8,f,16291,None,95.67
Snappy,16196,713.64,ucr,2152.33,/colmajor/uint8/ucr/Coffee.dat,-1,0,8,f,16291,None,99.42
LZ4,15190,296.44,ucr,1230.25,/colmajor/uint8/ucr/Coffee.dat,-1,0,8,f,16291,None,93.24
Huffman,48396,441.29,ucr,444.75,/colmajor/uint8/ucr/ToeSegmentation2.dat,-1,0,8,f,57763,None,83.78
Snappy,53977,353.76,ucr,1144.73,/colmajor/uint8/ucr/ToeSegmentation2.dat,-1,0,8,f,57763,None,93.45
LZ4,49366,239.01,ucr,1052.84,/colmajor/uint8/ucr/ToeSegmentation2.dat,-1,0,8,f,57763,None,85.46
Huffman,366621,538.49,ucr,624.38,/colmajor/uint8/ucr/Haptics.dat,-1,0,8,f,507906,None,72.18
Snappy,194098,270.37,ucr,762.31,/colmajor/uint8/ucr/Haptics.dat,-1,0,8,f,507906,None,38.22
LZ4,213679,344.28,ucr,1217.15,/colmajor/uint8/ucr/Haptics.dat,-1,0,8,f,507906,None,42.07
Huffman,8245894,610.59,ucr,581.32,/colmajor/uint8/ucr/StarLightCurves.dat,-1,0,8,f,9503839,None,86.76
Snappy,4012550,311.93,ucr,936.73,/colmajor/uint8/ucr/StarLightCurves.dat,-1,0,8,f,9503839,None,42.22
LZ4,3970050,434.34,ucr,1628.55,/colmajor/uint8/ucr/StarLightCurves.dat,-1,0,8,f,9503839,None,41.77
Huffman,281787,694.97,ucr,696.27,/colmajor/uint8/ucr/ScreenType.dat,-1,0,8,f,543745,None,51.82
Snappy,95817,531.36,ucr,1101.32,/colmajor/uint8/ucr/ScreenType.dat,-1,0,8,f,543745,None,17.62
LZ4,95765,647.97,ucr,1732.03,/colmajor/uint8/ucr/ScreenType.dat,-1,0,8,f,543745,None,17.61
Huffman,2264833,612.88,ucr,505.65,/colmajor/uint8/ucr/MALLAT.dat,-1,0,8,f,2469595,None,91.71
Snappy,1613426,237.53,ucr,847.18,/colmajor/uint8/ucr/MALLAT.dat,-1,0,8,f,2469595,None,65.33
LZ4,1606127,226.13,ucr,1463.74,/colmajor/uint8/ucr/MALLAT.dat,-1,0,8,f,2469595,None,65.04
Huffman,45847,411.53,ucr,562.42,/colmajor/uint8/ucr/Lighting2.dat,-1,0,8,f,77677,None,59.02
Snappy,42522,247.76,ucr,684.83,/colmajor/uint8/ucr/Lighting2.dat,-1,0,8,f,77677,None,54.74
LZ4,44433,315.43,ucr,1249.37,/colmajor/uint8/ucr/Lighting2.dat,-1,0,8,f,77677,None,57.2
Huffman,136967,488.17,ucr,433.0,/colmajor/uint8/ucr/SwedishLeaf.dat,-1,0,8,f,149620,None,91.54
Snappy,149632,2658.68,ucr,6150.12,/colmajor/uint8/ucr/SwedishLeaf.dat,-1,0,8,f,149620,None,100.01
LZ4,148538,777.4,ucr,4335.55,/colmajor/uint8/ucr/SwedishLeaf.dat,-1,0,8,f,149620,None,99.28
Huffman,1874008,595.65,ucr,560.93,/colmajor/uint8/ucr/FordB.dat,-1,0,8,f,2245225,None,83.47
Snappy,2233491,1889.78,ucr,4750.44,/colmajor/uint8/ucr/FordB.dat,-1,0,8,f,2245225,None,99.48
LZ4,2217543,643.59,ucr,4527.5,/colmajor/uint8/ucr/FordB.dat,-1,0,8,f,2245225,None,98.77
Huffman,142535,523.52,ucr,698.19,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,-1,0,8,f,543745,None,26.21
Snappy,62004,1330.65,ucr,1847.27,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,-1,0,8,f,543745,None,11.4
LZ4,45231,1223.14,ucr,3141.36,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,-1,0,8,f,543745,None,8.32
Huffman,29022,394.3,ucr,384.63,/colmajor/uint8/ucr/ItalyPowerDemand.dat,-1,0,8,f,31779,None,91.32
Snappy,31785,1746.19,ucr,4904.17,/colmajor/uint8/ucr/ItalyPowerDemand.dat,-1,0,8,f,31779,None,100.02
LZ4,31522,371.53,ucr,2476.35,/colmajor/uint8/ucr/ItalyPowerDemand.dat,-1,0,8,f,31779,None,99.19
Huffman,24474,386.23,ucr,389.57,/colmajor/uint8/ucr/Beef.dat,-1,0,8,f,28495,None,85.89
Snappy,19874,164.66,ucr,603.66,/colmajor/uint8/ucr/Beef.dat,-1,0,8,f,28495,None,69.75
LZ4,20716,219.47,ucr,908.29,/colmajor/uint8/ucr/Beef.dat,-1,0,8,f,28495,None,72.7
Huffman,22401,368.46,ucr,368.47,/colmajor/uint8/ucr/Wine.dat,-1,0,8,f,26524,None,84.46
Snappy,9805,192.65,ucr,851.99,/colmajor/uint8/ucr/Wine.dat,-1,0,8,f,26524,None,36.97
LZ4,10190,285.78,ucr,1208.49,/colmajor/uint8/ucr/Wine.dat,-1,0,8,f,26524,None,38.42
Huffman,106147,549.17,ucr,740.67,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,0,8,f,543745,None,19.52
Snappy,55368,1027.04,ucr,1676.51,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,0,8,f,543745,None,10.18
LZ4,45585,1285.88,ucr,2592.0,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,0,8,f,543745,None,8.38
Huffman,237191,532.16,ucr,555.08,/colmajor/uint8/ucr/FaceAll.dat,-1,0,8,f,305995,None,77.51
Snappy,304519,2033.81,ucr,4872.38,/colmajor/uint8/ucr/FaceAll.dat,-1,0,8,f,305995,None,99.52
LZ4,304284,889.54,ucr,4398.38,/colmajor/uint8/ucr/FaceAll.dat,-1,0,8,f,305995,None,99.44
Huffman,42817,410.9,ucr,459.84,/colmajor/uint8/ucr/Meat.dat,-1,0,8,f,54355,None,78.77
Snappy,23771,201.72,ucr,802.32,/colmajor/uint8/ucr/Meat.dat,-1,0,8,f,54355,None,43.73
LZ4,27306,285.9,ucr,993.58,/colmajor/uint8/ucr/Meat.dat,-1,0,8,f,54355,None,50.24
Huffman,2119475,600.31,ucr,530.18,/colmajor/uint8/ucr/FordA.dat,-1,0,8,f,2485100,None,85.29
Snappy,2481351,2918.8,ucr,5962.55,/colmajor/uint8/ucr/FordA.dat,-1,0,8,f,2485100,None,99.85
LZ4,2459033,677.14,ucr,4346.81,/colmajor/uint8/ucr/FordA.dat,-1,0,8,f,2485100,None,98.95
Huffman,372927,558.87,ucr,558.88,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,0,8,f,543745,None,68.58
Snappy,196753,269.32,ucr,727.58,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,0,8,f,543745,None,36.18
LZ4,210516,326.32,ucr,1343.66,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,0,8,f,543745,None,38.72
Huffman,89351,490.28,ucr,431.61,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,0,8,f,101089,None,88.39
Snappy,101098,5543.98,ucr,6229.68,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,0,8,f,101089,None,100.01
LZ4,99628,489.24,ucr,3184.51,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,0,8,f,101089,None,98.55
Huffman,29295,395.88,ucr,389.08,/colmajor/uint8/ucr/OliveOil.dat,-1,0,8,f,34495,None,84.93
Snappy,11728,255.08,ucr,878.12,/colmajor/uint8/ucr/OliveOil.dat,-1,0,8,f,34495,None,34.0
LZ4,12610,314.97,ucr,1134.44,/colmajor/uint8/ucr/OliveOil.dat,-1,0,8,f,34495,None,36.56
Huffman,17708,345.22,ucr,353.55,/colmajor/uint8/ucr/ECG200.dat,-1,0,8,f,20195,None,87.69
Snappy,20201,738.36,ucr,3891.89,/colmajor/uint8/ucr/ECG200.dat,-1,0,8,f,20195,None,100.03
LZ4,20240,772.25,ucr,3147.6,/colmajor/uint8/ucr/ECG200.dat,-1,0,8,f,20195,None,100.22
Huffman,39003,942.71,ucr,5032.91,/colmajor/uint8/ucr/synthetic_control.dat,-1,0,8,f,38995,None,100.02
Snappy,39001,3254.74,ucr,4953.63,/colmajor/uint8/ucr/synthetic_control.dat,-1,0,8,f,38995,None,100.02
LZ4,39149,2016.29,ucr,5521.81,/colmajor/uint8/ucr/synthetic_control.dat,-1,0,8,f,38995,None,100.39
Huffman,388403,498.02,ucr,460.4,/colmajor/uint8/ucr/Symbols.dat,-1,0,8,f,411055,None,94.49
Snappy,278529,197.43,ucr,650.24,/colmajor/uint8/ucr/Symbols.dat,-1,0,8,f,411055,None,67.76
LZ4,278267,256.06,ucr,1405.34,/colmajor/uint8/ucr/Symbols.dat,-1,0,8,f,411055,None,67.7
Huffman,57024,468.2,ucr,438.67,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,-1,0,8,f,68595,None,83.13
Snappy,64541,192.75,ucr,621.99,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,-1,0,8,f,68595,None,94.09
LZ4,65952,186.6,ucr,1469.03,/colmajor/uint8/ucr/SonyAIBORobotSurfaceII.dat,-1,0,8,f,68595,None,96.15
Huffman,574869,361.93,ucr,304.93,/colmajor/uint8/ucr/ShapesAll.dat,-1,0,8,f,620395,None,92.66
Snappy,525474,239.6,ucr,795.57,/colmajor/uint8/ucr/ShapesAll.dat,-1,0,8,f,620395,None,84.7
LZ4,524278,309.31,ucr,1578.01,/colmajor/uint8/ucr/ShapesAll.dat,-1,0,8,f,620395,None,84.51
Huffman,1081738,570.01,ucr,473.61,/colmajor/uint8/ucr/InlineSkate.dat,-1,0,8,f,1226545,None,88.19
Snappy,746838,161.4,ucr,557.56,/colmajor/uint8/ucr/InlineSkate.dat,-1,0,8,f,1226545,None,60.89
LZ4,760918,248.19,ucr,1188.34,/colmajor/uint8/ucr/InlineSkate.dat,-1,0,8,f,1226545,None,62.04
Huffman,597659,536.52,ucr,462.68,/colmajor/uint8/ucr/Two_Patterns.dat,-1,0,8,f,664995,None,89.87
Snappy,518482,368.04,ucr,1262.32,/colmajor/uint8/ucr/Two_Patterns.dat,-1,0,8,f,664995,None,77.97
LZ4,524670,364.35,ucr,1692.6,/colmajor/uint8/ucr/Two_Patterns.dat,-1,0,8,f,664995,None,78.9
Huffman,465975,576.25,ucr,683.8,/colmajor/uint8/ucr/ChlorineConcentration.dat,-1,0,8,f,736492,None,63.27
Snappy,603146,212.77,ucr,709.3,/colmajor/uint8/ucr/ChlorineConcentration.dat,-1,0,8,f,736492,None,81.89
LZ4,629099,321.91,ucr,1550.91,/colmajor/uint8/ucr/ChlorineConcentration.dat,-1,0,8,f,736492,None,85.42
Huffman,30308,430.26,ucr,484.63,/colmajor/uint8/ucr/Lighting7.dat,-1,0,8,f,46327,None,65.42
Snappy,30310,234.83,ucr,670.21,/colmajor/uint8/ucr/Lighting7.dat,-1,0,8,f,46327,None,65.43
LZ4,31273,278.77,ucr,1011.77,/colmajor/uint8/ucr/Lighting7.dat,-1,0,8,f,46327,None,67.5
