Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,112695,5560.79,ucr,8660.85,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,100.0
Zstd -1,64204,141.73,ucr,295.78,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,56.97
Zstd -9,44693,14.93,ucr,507.27,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,39.66
Snappy,76591,223.78,ucr,850.86,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,67.96
LZO -1,81294,276.77,ucr,310.29,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,72.14
LZO -9,81294,228.28,ucr,306.39,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,72.14
LZ4,73875,235.74,ucr,1491.88,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,65.55
Zlib -1,54400,38.64,ucr,169.44,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,48.27
Zlib -9,45857,18.35,ucr,175.3,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,40.69
Huffman,107491,472.8,ucr,441.95,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,95.38
Zstd -1,69377,128.91,ucr,338.62,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,61.29
Zstd -9,57618,15.07,ucr,310.86,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,50.9
Snappy,87485,177.81,ucr,578.17,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,77.28
LZO -1,89040,214.68,ucr,304.12,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,78.66
LZO -9,89040,213.47,ucr,320.88,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,78.66
LZ4,91314,264.9,ucr,1200.29,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,80.66
Zlib -1,64055,41.46,ucr,146.47,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,56.58
Zlib -9,58087,11.78,ucr,188.56,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,51.31
Huffman,83559,499.21,ucr,528.03,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,73.81
Zstd -1,236102,221.47,ucr,567.18,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,20.99
Zstd -9,191631,44.92,ucr,731.29,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,17.04
Snappy,348520,322.45,ucr,812.09,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,30.99
LZO -1,364271,352.49,ucr,470.15,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,32.39
LZO -9,364271,372.28,ucr,446.36,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,32.39
LZ4,353495,360.43,ucr,1277.15,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,31.43
Zlib -1,273328,92.03,ucr,195.72,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,24.3
Zlib -9,205605,7.21,ucr,355.38,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,18.28
Huffman,754867,651.35,ucr,773.64,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,67.11
