Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,225390,7866.74,ucr,11243.64,/rowmajor/uint16/ucr/DiatomSizeReduction.dat,1,0,16,c,225390,None,100.0
SprintzDelta_16b -1,162140,471.46,ucr,0.0,/rowmajor/uint16/ucr/DiatomSizeReduction.dat,1,0,16,c,225390,None,71.94
SprintzXff_16b -1,161448,288.16,ucr,0.0,/rowmajor/uint16/ucr/DiatomSizeReduction.dat,1,0,16,c,225390,None,71.63
SprintzDelta_Huf_16b -1,164129,56.37,ucr,254.14,/rowmajor/uint16/ucr/DiatomSizeReduction.dat,1,0,16,c,225390,None,72.82
SprintzXff_Huf_16b -1,163437,41.31,ucr,313.39,/rowmajor/uint16/ucr/DiatomSizeReduction.dat,1,0,16,c,225390,None,72.51
SprintzDelta_16b -1,170534,415.65,ucr,0.0,/rowmajor/uint16/ucr/MoteStrain.dat,1,0,16,c,226406,None,75.32
SprintzXff_16b -1,170572,336.34,ucr,0.0,/rowmajor/uint16/ucr/MoteStrain.dat,1,0,16,c,226406,None,75.34
SprintzDelta_Huf_16b -1,172461,57.64,ucr,451.71,/rowmajor/uint16/ucr/MoteStrain.dat,1,0,16,c,226406,None,76.17
SprintzXff_Huf_16b -1,172546,54.51,ucr,380.95,/rowmajor/uint16/ucr/MoteStrain.dat,1,0,16,c,226406,None,76.21
SprintzDelta_16b -1,1242154,520.09,ucr,0.0,/rowmajor/uint16/ucr/wafer.dat,1,0,16,c,2249486,None,55.22
SprintzXff_16b -1,1247308,367.58,ucr,0.0,/rowmajor/uint16/ucr/wafer.dat,1,0,16,c,2249486,None,55.45
SprintzDelta_Huf_16b -1,1022564,103.37,ucr,174.43,/rowmajor/uint16/ucr/wafer.dat,1,0,16,c,2249486,None,45.46
SprintzXff_Huf_16b -1,1056307,96.67,ucr,158.09,/rowmajor/uint16/ucr/wafer.dat,1,0,16,c,2249486,None,46.96
SprintzDelta_16b -1,335174,456.15,ucr,0.0,/rowmajor/uint16/ucr/Worms.dat,1,0,16,c,466970,None,71.78
SprintzXff_16b -1,334768,285.48,ucr,0.0,/rowmajor/uint16/ucr/Worms.dat,1,0,16,c,466970,None,71.69
SprintzDelta_Huf_16b -1,335764,67.92,ucr,314.27,/rowmajor/uint16/ucr/Worms.dat,1,0,16,c,466970,None,71.9
SprintzXff_Huf_16b -1,336931,62.72,ucr,288.72,/rowmajor/uint16/ucr/Worms.dat,1,0,16,c,466970,None,72.15
SprintzDelta_16b -1,119442,391.6,ucr,0.0,/rowmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,1,0,16,c,151460,None,78.86
SprintzXff_16b -1,116518,287.57,ucr,0.0,/rowmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,1,0,16,c,151460,None,76.93
SprintzDelta_Huf_16b -1,120721,38.4,ucr,433.23,/rowmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,1,0,16,c,151460,None,79.7
SprintzXff_Huf_16b -1,117850,52.49,ucr,326.31,/rowmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,1,0,16,c,151460,None,77.81
SprintzDelta_16b -1,53120,353.02,ucr,0.0,/rowmajor/uint16/ucr/Plane.dat,1,0,16,c,62570,None,84.9
SprintzXff_16b -1,51982,257.54,ucr,0.0,/rowmajor/uint16/ucr/Plane.dat,1,0,16,c,62570,None,83.08
SprintzDelta_Huf_16b -1,53678,50.49,ucr,449.08,/rowmajor/uint16/ucr/Plane.dat,1,0,16,c,62570,None,85.79
SprintzXff_Huf_16b -1,52540,49.43,ucr,302.83,/rowmajor/uint16/ucr/Plane.dat,1,0,16,c,62570,None,83.97
SprintzDelta_16b -1,119208,388.67,ucr,0.0,/rowmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,1,0,16,c,148910,None,80.05
SprintzXff_16b -1,117634,294.21,ucr,0.0,/rowmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,1,0,16,c,148910,None,79.0
SprintzDelta_Huf_16b -1,120493,48.94,ucr,454.18,/rowmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,1,0,16,c,148910,None,80.92
SprintzXff_Huf_16b -1,118942,38.21,ucr,311.26,/rowmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,1,0,16,c,148910,None,79.88
SprintzDelta_16b -1,118428,357.1,ucr,0.0,/rowmajor/uint16/ucr/ToeSegmentation1.dat,1,0,16,c,151142,None,78.36
SprintzXff_16b -1,118224,275.77,ucr,0.0,/rowmajor/uint16/ucr/ToeSegmentation1.dat,1,0,16,c,151142,None,78.22
SprintzDelta_Huf_16b -1,119760,52.73,ucr,479.61,/rowmajor/uint16/ucr/ToeSegmentation1.dat,1,0,16,c,151142,None,79.24
SprintzXff_Huf_16b -1,119556,52.74,ucr,308.4,/rowmajor/uint16/ucr/ToeSegmentation1.dat,1,0,16,c,151142,None,79.1
SprintzDelta_16b -1,343438,372.76,ucr,0.0,/rowmajor/uint16/ucr/WordsSynonyms.dat,1,0,16,c,497740,None,69.0
SprintzXff_16b -1,339266,275.6,ucr,0.0,/rowmajor/uint16/ucr/WordsSynonyms.dat,1,0,16,c,497740,None,68.16
SprintzDelta_Huf_16b -1,347821,63.79,ucr,484.07,/rowmajor/uint16/ucr/WordsSynonyms.dat,1,0,16,c,497740,None,69.88
SprintzXff_Huf_16b -1,343649,59.14,ucr,319.68,/rowmajor/uint16/ucr/WordsSynonyms.dat,1,0,16,c,497740,None,69.04
SprintzDelta_16b -1,2064992,599.76,ucr,0.0,/rowmajor/uint16/ucr/ElectricDevices.dat,1,0,16,c,3360664,None,61.45
SprintzXff_16b -1,2045460,427.06,ucr,0.0,/rowmajor/uint16/ucr/ElectricDevices.dat,1,0,16,c,3360664,None,60.86
SprintzDelta_Huf_16b -1,1657114,112.71,ucr,186.08,/rowmajor/uint16/ucr/ElectricDevices.dat,1,0,16,c,3360664,None,49.31
SprintzXff_Huf_16b -1,1761421,93.37,ucr,163.42,/rowmajor/uint16/ucr/ElectricDevices.dat,1,0,16,c,3360664,None,52.41
SprintzDelta_16b -1,25632,394.2,ucr,0.0,/rowmajor/uint16/ucr/Coffee.dat,1,0,16,c,32582,None,78.67
SprintzXff_16b -1,25370,254.2,ucr,0.0,/rowmajor/uint16/ucr/Coffee.dat,1,0,16,c,32582,None,77.87
SprintzDelta_Huf_16b -1,25920,49.06,ucr,410.8,/rowmajor/uint16/ucr/Coffee.dat,1,0,16,c,32582,None,79.55
SprintzXff_Huf_16b -1,25658,49.78,ucr,301.52,/rowmajor/uint16/ucr/Coffee.dat,1,0,16,c,32582,None,78.75
SprintzDelta_16b -1,86936,335.76,ucr,0.0,/rowmajor/uint16/ucr/ToeSegmentation2.dat,1,0,16,c,115526,None,75.25
SprintzXff_16b -1,86662,268.88,ucr,0.0,/rowmajor/uint16/ucr/ToeSegmentation2.dat,1,0,16,c,115526,None,75.02
SprintzDelta_Huf_16b -1,87095,54.49,ucr,312.15,/rowmajor/uint16/ucr/ToeSegmentation2.dat,1,0,16,c,115526,None,75.39
SprintzXff_Huf_16b -1,87554,35.53,ucr,277.99,/rowmajor/uint16/ucr/ToeSegmentation2.dat,1,0,16,c,115526,None,75.79
SprintzDelta_16b -1,553358,407.26,ucr,0.0,/rowmajor/uint16/ucr/Haptics.dat,1,0,16,c,1015812,None,54.47
SprintzXff_16b -1,554116,313.91,ucr,0.0,/rowmajor/uint16/ucr/Haptics.dat,1,0,16,c,1015812,None,54.55
SprintzDelta_Huf_16b -1,562295,79.06,ucr,623.6,/rowmajor/uint16/ucr/Haptics.dat,1,0,16,c,1015812,None,55.35
SprintzXff_Huf_16b -1,563053,73.91,ucr,391.37,/rowmajor/uint16/ucr/Haptics.dat,1,0,16,c,1015812,None,55.43
SprintzDelta_16b -1,9566402,575.43,ucr,0.0,/rowmajor/uint16/ucr/StarLightCurves.dat,1,0,16,c,19007678,None,50.33
SprintzXff_16b -1,9578932,339.58,ucr,0.0,/rowmajor/uint16/ucr/StarLightCurves.dat,1,0,16,c,19007678,None,50.4
