Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,112695,5103.94,ucr,8809.11,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,100.0
Huffman,107491,488.52,ucr,450.66,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,95.38
Snappy,76591,174.39,ucr,519.11,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,67.96
LZ4,73875,216.27,ucr,1134.08,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,None,65.55
Huffman,83559,483.37,ucr,585.92,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,73.81
Snappy,87485,179.13,ucr,622.69,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,77.28
LZ4,91314,266.9,ucr,838.2,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,None,80.66
Huffman,754867,565.22,ucr,573.61,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,67.11
Snappy,348520,330.63,ucr,822.43,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,30.99
LZ4,353495,363.14,ucr,1310.63,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,None,31.43
Huffman,199213,528.97,ucr,405.56,/colmajor/uint8/ucr/Worms.dat,-1,0,8,f,233485,None,85.32
Snappy,196499,187.31,ucr,628.86,/colmajor/uint8/ucr/Worms.dat,-1,0,8,f,233485,None,84.16
LZ4,200818,338.58,ucr,1590.03,/colmajor/uint8/ucr/Worms.dat,-1,0,8,f,233485,None,86.01
Huffman,69349,459.45,ucr,414.29,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,8,f,75730,None,91.57
Snappy,65619,769.23,ucr,2276.43,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,8,f,75730,None,86.65
LZ4,62398,598.43,ucr,2671.82,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,8,f,75730,None,82.4
Huffman,30089,375.4,ucr,381.6,/colmajor/uint8/ucr/Plane.dat,-1,0,8,f,31285,None,96.18
Snappy,31291,665.06,ucr,4854.9,/colmajor/uint8/ucr/Plane.dat,-1,0,8,f,31285,None,100.02
LZ4,29607,316.73,ucr,1318.1,/colmajor/uint8/ucr/Plane.dat,-1,0,8,f,31285,None,94.64
Huffman,67835,452.64,ucr,413.69,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,8,f,74455,None,91.11
