Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,225390,2877.29,ucr,4927.96,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.0
Zstd -1,225619,272.65,ucr,4441.79,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.1
Zstd -9,225619,51.96,ucr,6019.23,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.1
Snappy,225503,1700.58,ucr,4473.0,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.05
LZO -1,226384,1292.39,ucr,3470.85,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.44
LZO -9,226384,1743.36,ucr,4449.51,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.44
LZ4,226233,1222.29,ucr,2697.31,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,100.37
Zlib -1,223665,36.36,ucr,216.39,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,99.23
Zlib -9,223714,43.43,ucr,185.35,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,99.26
Huffman,224669,309.91,ucr,439.88,/colmajor/uint16/ucr/DiatomSizeReduction.dat,10,0,16,f,225390,None,99.68
Zstd -1,210910,219.74,ucr,346.81,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,93.16
Zstd -9,210152,51.01,ucr,385.43,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,92.82
Snappy,226174,2169.51,ucr,0.0,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,99.9
LZO -1,226964,2304.93,ucr,0.0,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,100.25
LZO -9,226964,2302.42,ucr,0.0,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,100.25
LZ4,225124,1737.41,ucr,0.0,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,99.43
Zlib -1,209630,43.45,ucr,153.85,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,92.59
Zlib -9,209384,42.45,ucr,186.9,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,92.48
Huffman,212480,290.98,ucr,358.82,/colmajor/uint16/ucr/MoteStrain.dat,10,0,16,f,226406,None,93.85
Zstd -1,1105897,166.74,ucr,281.33,/colmajor/uint16/ucr/wafer.dat,10,0,16,f,2249486,None,49.16
Zstd -9,1033391,35.71,ucr,348.6,/colmajor/uint16/ucr/wafer.dat,10,0,16,f,2249486,None,45.94
Snappy,1325746,438.72,ucr,1028.93,/colmajor/uint16/ucr/wafer.dat,10,0,16,f,2249486,None,58.94
LZO -1,1336444,393.96,ucr,747.2,/colmajor/uint16/ucr/wafer.dat,10,0,16,f,2249486,None,59.41
LZO -9,1336444,480.56,ucr,427.21,/colmajor/uint16/ucr/wafer.dat,10,0,16,f,2249486,None,59.41
LZ4,1344009,410.68,ucr,1082.41,/colmajor/uint16/ucr/wafer.dat,10,0,16,f,2249486,None,59.75
Zlib -1,1032076,64.83,ucr,180.72,/colmajor/uint16/ucr/wafer.dat,10,0,16,f,2249486,None,45.88
Zlib -9,981430,41.24,ucr,197.34,/colmajor/uint16/ucr/wafer.dat,10,0,16,f,2249486,None,43.63
Huffman,1976510,412.84,ucr,439.08,/colmajor/uint16/ucr/wafer.dat,10,0,16,f,2249486,None,87.86
Zstd -1,451918,286.44,ucr,387.56,/colmajor/uint16/ucr/Worms.dat,10,0,16,f,466970,None,96.78
Zstd -9,438205,37.05,ucr,363.72,/colmajor/uint16/ucr/Worms.dat,10,0,16,f,466970,None,93.84
Snappy,466938,2511.83,ucr,0.0,/colmajor/uint16/ucr/Worms.dat,10,0,16,f,466970,None,99.99
LZO -1,468664,2333.67,ucr,5163.14,/colmajor/uint16/ucr/Worms.dat,10,0,16,f,466970,None,100.36
LZO -9,468664,2425.49,ucr,6268.39,/colmajor/uint16/ucr/Worms.dat,10,0,16,f,466970,None,100.36
LZ4,463131,867.93,ucr,3195.14,/colmajor/uint16/ucr/Worms.dat,10,0,16,f,466970,None,99.18
Zlib -1,419453,46.15,ucr,179.84,/colmajor/uint16/ucr/Worms.dat,10,0,16,f,466970,None,89.82
Zlib -9,418315,41.41,ucr,149.65,/colmajor/uint16/ucr/Worms.dat,10,0,16,f,466970,None,89.58
Huffman,452617,354.67,ucr,358.23,/colmajor/uint16/ucr/Worms.dat,10,0,16,f,466970,None,96.93
Zstd -1,125914,180.53,ucr,3047.06,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,10,0,16,f,151460,None,83.13
Zstd -9,125841,53.46,ucr,3104.13,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,10,0,16,f,151460,None,83.09
Snappy,127665,1244.24,ucr,3817.61,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,10,0,16,f,151460,None,84.29
LZO -1,129865,1070.84,ucr,3445.8,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,10,0,16,f,151460,None,85.74
LZO -9,129865,1052.66,ucr,3387.38,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,10,0,16,f,151460,None,85.74
LZ4,126919,457.15,ucr,2837.39,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,10,0,16,f,151460,None,83.8
Zlib -1,124566,37.04,ucr,193.98,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,10,0,16,f,151460,None,82.24
Zlib -9,124514,50.09,ucr,193.28,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,10,0,16,f,151460,None,82.21
Huffman,146137,291.33,ucr,351.37,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,10,0,16,f,151460,None,96.49
Zstd -1,62640,372.08,ucr,5335.55,/colmajor/uint16/ucr/Plane.dat,10,0,16,f,62570,None,100.11
Zstd -9,62640,58.39,ucr,5144.71,/colmajor/uint16/ucr/Plane.dat,10,0,16,f,62570,None,100.11
Snappy,62605,1101.27,ucr,4972.19,/colmajor/uint16/ucr/Plane.dat,10,0,16,f,62570,None,100.06
LZO -1,62849,1768.41,ucr,4817.9,/colmajor/uint16/ucr/Plane.dat,10,0,16,f,62570,None,100.45
LZO -9,62849,1815.36,ucr,5332.82,/colmajor/uint16/ucr/Plane.dat,10,0,16,f,62570,None,100.45
LZ4,62828,1223.07,ucr,4259.36,/colmajor/uint16/ucr/Plane.dat,10,0,16,f,62570,None,100.41
Zlib -1,62537,29.75,ucr,179.38,/colmajor/uint16/ucr/Plane.dat,10,0,16,f,62570,None,99.95
Zlib -9,62522,42.95,ucr,275.58,/colmajor/uint16/ucr/Plane.dat,10,0,16,f,62570,None,99.92
Huffman,62626,1079.07,ucr,14301.71,/colmajor/uint16/ucr/Plane.dat,10,0,16,f,62570,None,100.09
Zstd -1,128043,221.13,ucr,1339.05,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,10,0,16,f,148910,None,85.99
Zstd -9,127963,56.08,ucr,1320.9,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,10,0,16,f,148910,None,85.93
Snappy,133194,1097.91,ucr,1697.33,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,10,0,16,f,148910,None,89.45
LZO -1,134823,886.06,ucr,3154.67,/colmajor/uint16/ucr/DistalPhalanxOutlineCorrect.dat,10,0,16,f,148910,None,90.54
