Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,112695,838.22,ucr,433.52,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,DoubleDelta,100.0
Snappy,51550,158.8,ucr,321.95,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,DoubleDelta,45.74
LZ4,57998,201.37,ucr,430.59,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,DoubleDelta,51.46
Snappy,77666,147.3,ucr,266.0,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,DoubleDelta,68.61
LZ4,82553,179.79,ucr,294.11,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,DoubleDelta,72.92
Snappy,349127,183.9,ucr,326.96,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,DoubleDelta,31.04
LZ4,357702,215.44,ucr,497.92,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,DoubleDelta,31.8
Snappy,153554,144.52,ucr,290.38,/colmajor/uint8/ucr/Worms.dat,-1,0,8,f,233485,DoubleDelta,65.77
LZ4,157132,158.2,ucr,519.43,/colmajor/uint8/ucr/Worms.dat,-1,0,8,f,233485,DoubleDelta,67.3
Snappy,63351,316.28,ucr,455.7,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,8,f,75730,DoubleDelta,83.65
LZ4,62034,301.57,ucr,398.39,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,8,f,75730,DoubleDelta,81.91
Snappy,25536,131.04,ucr,312.39,/colmajor/uint8/ucr/Plane.dat,-1,0,8,f,31285,DoubleDelta,81.62
LZ4,25684,164.27,ucr,284.99,/colmajor/uint8/ucr/Plane.dat,-1,0,8,f,31285,DoubleDelta,82.1
Snappy,71384,508.48,ucr,377.87,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,8,f,74455,DoubleDelta,95.88
LZ4,64076,293.85,ucr,590.55,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,8,f,74455,DoubleDelta,86.06
Snappy,62516,153.14,ucr,338.2,/colmajor/uint8/ucr/ToeSegmentation1.dat,-1,0,8,f,75571,DoubleDelta,82.72
LZ4,65112,206.46,ucr,509.13,/colmajor/uint8/ucr/ToeSegmentation1.dat,-1,0,8,f,75571,DoubleDelta,86.16
Snappy,121471,141.81,ucr,353.7,/colmajor/uint8/ucr/WordsSynonyms.dat,-1,0,8,f,248870,DoubleDelta,48.81
LZ4,136650,174.77,ucr,455.38,/colmajor/uint8/ucr/WordsSynonyms.dat,-1,0,8,f,248870,DoubleDelta,54.91
Snappy,729142,253.27,ucr,443.02,/colmajor/uint8/ucr/ElectricDevices.dat,-1,0,8,f,1680332,DoubleDelta,43.39
LZ4,751998,269.75,ucr,695.9,/colmajor/uint8/ucr/ElectricDevices.dat,-1,0,8,f,1680332,DoubleDelta,44.75
Snappy,13597,88.97,ucr,115.51,/colmajor/uint8/ucr/Coffee.dat,-1,0,8,f,16291,DoubleDelta,83.46
LZ4,13567,107.11,ucr,281.21,/colmajor/uint8/ucr/Coffee.dat,-1,0,8,f,16291,DoubleDelta,83.28
Snappy,42033,95.52,ucr,168.52,/colmajor/uint8/ucr/ToeSegmentation2.dat,-1,0,8,f,57763,DoubleDelta,72.77
LZ4,44034,93.07,ucr,270.29,/colmajor/uint8/ucr/ToeSegmentation2.dat,-1,0,8,f,57763,DoubleDelta,76.23
Snappy,163300,132.24,ucr,277.59,/colmajor/uint8/ucr/Haptics.dat,-1,0,8,f,507906,DoubleDelta,32.15
