Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,112695,260.02,ucr,198.73,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,FIRE,100.0
Huffman,31650,139.56,ucr,149.43,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,FIRE,28.08
Snappy,53575,102.43,ucr,143.93,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,FIRE,47.54
LZ4,59185,115.71,ucr,141.87,/colmajor/uint8/ucr/DiatomSizeReduction.dat,-1,0,8,f,112695,FIRE,52.52
Huffman,50368,194.7,ucr,128.79,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,FIRE,44.49
Snappy,79385,113.03,ucr,128.4,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,FIRE,70.13
LZ4,83929,155.61,ucr,196.5,/colmajor/uint8/ucr/MoteStrain.dat,-1,0,8,f,113203,FIRE,74.14
Huffman,273817,194.15,ucr,167.94,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,FIRE,24.34
Snappy,340885,145.35,ucr,156.72,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,FIRE,30.31
LZ4,351733,156.21,ucr,187.99,/colmajor/uint8/ucr/wafer.dat,-1,0,8,f,1124743,FIRE,31.27
Huffman,90340,174.08,ucr,146.95,/colmajor/uint8/ucr/Worms.dat,-1,0,8,f,233485,FIRE,38.69
Snappy,154610,64.54,ucr,93.7,/colmajor/uint8/ucr/Worms.dat,-1,0,8,f,233485,FIRE,66.22
LZ4,157633,117.15,ucr,170.26,/colmajor/uint8/ucr/Worms.dat,-1,0,8,f,233485,FIRE,67.51
Huffman,42051,192.98,ucr,128.2,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,8,f,75730,FIRE,55.53
Snappy,63881,187.84,ucr,137.4,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,8,f,75730,FIRE,84.35
LZ4,62656,182.36,ucr,178.89,/colmajor/uint8/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,8,f,75730,FIRE,82.74
Huffman,14994,177.9,ucr,113.92,/colmajor/uint8/ucr/Plane.dat,-1,0,8,f,31285,FIRE,47.93
Snappy,25636,113.37,ucr,144.21,/colmajor/uint8/ucr/Plane.dat,-1,0,8,f,31285,FIRE,81.94
LZ4,25760,105.46,ucr,161.98,/colmajor/uint8/ucr/Plane.dat,-1,0,8,f,31285,FIRE,82.34
Huffman,43467,191.81,ucr,84.2,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,8,f,74455,FIRE,58.38
Snappy,71471,164.98,ucr,120.8,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,8,f,74455,FIRE,95.99
LZ4,64376,125.47,ucr,121.56,/colmajor/uint8/ucr/DistalPhalanxOutlineCorrect.dat,-1,0,8,f,74455,FIRE,86.46
Huffman,38302,126.92,ucr,84.81,/colmajor/uint8/ucr/ToeSegmentation1.dat,-1,0,8,f,75571,FIRE,50.68
Snappy,63602,77.18,ucr,86.94,/colmajor/uint8/ucr/ToeSegmentation1.dat,-1,0,8,f,75571,FIRE,84.16
LZ4,66843,99.24,ucr,112.47,/colmajor/uint8/ucr/ToeSegmentation1.dat,-1,0,8,f,75571,FIRE,88.45
Huffman,73678,115.54,ucr,104.13,/colmajor/uint8/ucr/WordsSynonyms.dat,-1,0,8,f,248870,FIRE,29.61
Snappy,126654,67.44,ucr,103.94,/colmajor/uint8/ucr/WordsSynonyms.dat,-1,0,8,f,248870,FIRE,50.89
LZ4,140409,124.42,ucr,168.65,/colmajor/uint8/ucr/WordsSynonyms.dat,-1,0,8,f,248870,FIRE,56.42
Huffman,715900,209.92,ucr,169.2,/colmajor/uint8/ucr/ElectricDevices.dat,-1,0,8,f,1680332,FIRE,42.6
Snappy,715447,181.98,ucr,180.36,/colmajor/uint8/ucr/ElectricDevices.dat,-1,0,8,f,1680332,FIRE,42.58
LZ4,736523,188.95,ucr,237.65,/colmajor/uint8/ucr/ElectricDevices.dat,-1,0,8,f,1680332,FIRE,43.83
Huffman,7649,198.2,ucr,129.72,/colmajor/uint8/ucr/Coffee.dat,-1,0,8,f,16291,FIRE,46.95
Snappy,13597,113.27,ucr,138.56,/colmajor/uint8/ucr/Coffee.dat,-1,0,8,f,16291,FIRE,83.46
LZ4,13580,124.37,ucr,155.22,/colmajor/uint8/ucr/Coffee.dat,-1,0,8,f,16291,FIRE,83.36
Huffman,25469,187.71,ucr,150.71,/colmajor/uint8/ucr/ToeSegmentation2.dat,-1,0,8,f,57763,FIRE,44.09
Snappy,42811,108.19,ucr,142.64,/colmajor/uint8/ucr/ToeSegmentation2.dat,-1,0,8,f,57763,FIRE,74.11
LZ4,44596,105.88,ucr,160.89,/colmajor/uint8/ucr/ToeSegmentation2.dat,-1,0,8,f,57763,FIRE,77.21
Huffman,99454,190.51,ucr,158.55,/colmajor/uint8/ucr/Haptics.dat,-1,0,8,f,507906,FIRE,19.58
Snappy,162635,92.24,ucr,136.77,/colmajor/uint8/ucr/Haptics.dat,-1,0,8,f,507906,FIRE,32.02
LZ4,197963,145.18,ucr,168.01,/colmajor/uint8/ucr/Haptics.dat,-1,0,8,f,507906,FIRE,38.98
Huffman,1675179,261.56,ucr,220.53,/colmajor/uint8/ucr/StarLightCurves.dat,-1,0,8,f,9503839,FIRE,17.63
Snappy,2831810,171.93,ucr,175.81,/colmajor/uint8/ucr/StarLightCurves.dat,-1,0,8,f,9503839,FIRE,29.8
LZ4,3527133,194.1,ucr,214.47,/colmajor/uint8/ucr/StarLightCurves.dat,-1,0,8,f,9503839,FIRE,37.11
Huffman,132266,217.13,ucr,158.99,/colmajor/uint8/ucr/ScreenType.dat,-1,0,8,f,543745,FIRE,24.33
Snappy,112239,158.5,ucr,116.06,/colmajor/uint8/ucr/ScreenType.dat,-1,0,8,f,543745,FIRE,20.64
LZ4,111677,170.98,ucr,188.11,/colmajor/uint8/ucr/ScreenType.dat,-1,0,8,f,543745,FIRE,20.54
Huffman,722209,261.75,ucr,180.87,/colmajor/uint8/ucr/MALLAT.dat,-1,0,8,f,2469595,FIRE,29.24
Snappy,1158978,123.55,ucr,181.59,/colmajor/uint8/ucr/MALLAT.dat,-1,0,8,f,2469595,FIRE,46.93
LZ4,1300554,155.05,ucr,203.58,/colmajor/uint8/ucr/MALLAT.dat,-1,0,8,f,2469595,FIRE,52.66
Huffman,28275,232.19,ucr,132.07,/colmajor/uint8/ucr/Lighting2.dat,-1,0,8,f,77677,FIRE,36.4
Snappy,41709,136.41,ucr,151.16,/colmajor/uint8/ucr/Lighting2.dat,-1,0,8,f,77677,FIRE,53.7
LZ4,44516,158.33,ucr,171.34,/colmajor/uint8/ucr/Lighting2.dat,-1,0,8,f,77677,FIRE,57.31
Huffman,80805,160.27,ucr,136.84,/colmajor/uint8/ucr/SwedishLeaf.dat,-1,0,8,f,149620,FIRE,54.01
Snappy,130814,107.75,ucr,130.74,/colmajor/uint8/ucr/SwedishLeaf.dat,-1,0,8,f,149620,FIRE,87.43
LZ4,136370,132.37,ucr,179.07,/colmajor/uint8/ucr/SwedishLeaf.dat,-1,0,8,f,149620,FIRE,91.14
Huffman,1135741,176.54,ucr,184.47,/colmajor/uint8/ucr/FordB.dat,-1,0,8,f,2245225,FIRE,50.58
Snappy,1762268,123.01,ucr,200.33,/colmajor/uint8/ucr/FordB.dat,-1,0,8,f,2245225,FIRE,78.49
LZ4,1843475,162.99,ucr,235.04,/colmajor/uint8/ucr/FordB.dat,-1,0,8,f,2245225,FIRE,82.11
Huffman,97667,225.44,ucr,161.85,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,-1,0,8,f,543745,FIRE,17.96
Snappy,64699,188.78,ucr,181.76,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,-1,0,8,f,543745,FIRE,11.9
LZ4,47074,191.11,ucr,186.82,/colmajor/uint8/ucr/LargeKitchenAppliances.dat,-1,0,8,f,543745,FIRE,8.66
Huffman,24471,173.58,ucr,130.5,/colmajor/uint8/ucr/ItalyPowerDemand.dat,-1,0,8,f,31779,FIRE,77.0
Snappy,30602,159.1,ucr,167.64,/colmajor/uint8/ucr/ItalyPowerDemand.dat,-1,0,8,f,31779,FIRE,96.3
LZ4,31122,162.33,ucr,166.97,/colmajor/uint8/ucr/ItalyPowerDemand.dat,-1,0,8,f,31779,FIRE,97.93
Huffman,9394,176.87,ucr,141.15,/colmajor/uint8/ucr/Beef.dat,-1,0,8,f,28495,FIRE,32.97
Snappy,15843,111.37,ucr,142.29,/colmajor/uint8/ucr/Beef.dat,-1,0,8,f,28495,FIRE,55.6
LZ4,19215,134.59,ucr,155.45,/colmajor/uint8/ucr/Beef.dat,-1,0,8,f,28495,FIRE,67.43
Huffman,9393,176.63,ucr,137.94,/colmajor/uint8/ucr/Wine.dat,-1,0,8,f,26524,FIRE,35.41
Snappy,10424,128.79,ucr,140.52,/colmajor/uint8/ucr/Wine.dat,-1,0,8,f,26524,FIRE,39.3
LZ4,12402,150.0,ucr,157.17,/colmajor/uint8/ucr/Wine.dat,-1,0,8,f,26524,FIRE,46.76
Huffman,97265,185.47,ucr,159.05,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,0,8,f,543745,FIRE,17.89
Snappy,63184,179.86,ucr,178.39,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,0,8,f,543745,FIRE,11.62
LZ4,53732,189.1,ucr,185.26,/colmajor/uint8/ucr/SmallKitchenAppliances.dat,-1,0,8,f,543745,FIRE,9.88
Huffman,198046,179.41,ucr,97.14,/colmajor/uint8/ucr/FaceAll.dat,-1,0,8,f,305995,FIRE,64.72
Snappy,301402,126.8,ucr,162.43,/colmajor/uint8/ucr/FaceAll.dat,-1,0,8,f,305995,FIRE,98.5
LZ4,301308,154.43,ucr,187.47,/colmajor/uint8/ucr/FaceAll.dat,-1,0,8,f,305995,FIRE,98.47
Huffman,15255,187.33,ucr,131.93,/colmajor/uint8/ucr/Meat.dat,-1,0,8,f,54355,FIRE,28.07
Snappy,24664,126.03,ucr,140.33,/colmajor/uint8/ucr/Meat.dat,-1,0,8,f,54355,FIRE,45.38
LZ4,32573,98.27,ucr,88.06,/colmajor/uint8/ucr/Meat.dat,-1,0,8,f,54355,FIRE,59.93
Huffman,1258461,227.53,ucr,210.49,/colmajor/uint8/ucr/FordA.dat,-1,0,8,f,2485100,FIRE,50.64
Snappy,1942511,128.77,ucr,200.41,/colmajor/uint8/ucr/FordA.dat,-1,0,8,f,2485100,FIRE,78.17
LZ4,2022705,170.19,ucr,239.22,/colmajor/uint8/ucr/FordA.dat,-1,0,8,f,2485100,FIRE,81.39
Huffman,219994,235.21,ucr,161.76,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,0,8,f,543745,FIRE,40.46
Snappy,218873,125.8,ucr,160.92,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,0,8,f,543745,FIRE,40.25
LZ4,227967,134.83,ucr,165.31,/colmajor/uint8/ucr/RefrigerationDevices.dat,-1,0,8,f,543745,FIRE,41.93
Huffman,56791,145.08,ucr,153.91,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,0,8,f,101089,FIRE,56.18
Snappy,89788,136.76,ucr,174.05,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,0,8,f,101089,FIRE,88.82
LZ4,94604,199.58,ucr,243.02,/colmajor/uint8/ucr/TwoLeadECG.dat,-1,0,8,f,101089,FIRE,93.58
