Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,225390,5088.27,ucr,5897.79,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,None,100.0
Zstd -1,225405,559.79,ucr,3980.89,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,None,100.01
Zstd -9,225405,63.94,ucr,6755.28,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,None,100.01
Snappy,225405,1066.54,ucr,3074.56,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,None,100.01
LZO -1,226278,1690.11,ucr,3507.42,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,None,100.39
LZO -9,226278,2465.84,ucr,4430.71,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,None,100.39
LZ4,226275,1717.44,ucr,4510.6,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,None,100.39
Zlib -1,220621,25.53,ucr,174.84,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,None,97.88
Zlib -9,223075,25.2,ucr,195.11,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,None,98.97
Huffman,225406,1280.33,ucr,6792.95,/colmajor/uint16/ucr/DiatomSizeReduction.dat,-1,0,16,f,225390,None,100.01
Zstd -1,209695,173.78,ucr,232.15,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,None,92.62
Zstd -9,208638,44.38,ucr,408.58,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,None,92.15
Snappy,226399,3463.88,ucr,6417.95,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,None,100.0
LZO -1,227253,3045.47,ucr,5661.0,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,None,100.37
LZO -9,227253,2964.59,ucr,5667.23,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,None,100.37
LZ4,225752,1501.08,ucr,4305.2,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,None,99.71
Zlib -1,206742,28.26,ucr,218.79,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,None,91.31
Zlib -9,208511,31.28,ucr,220.83,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,None,92.1
Huffman,211551,694.4,ucr,682.84,/colmajor/uint16/ucr/MoteStrain.dat,-1,0,16,f,226406,None,93.44
Zstd -1,1120681,225.94,ucr,490.8,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,None,49.82
Zstd -9,979456,28.3,ucr,428.0,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,None,43.54
Snappy,1334843,275.57,ucr,833.74,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,None,59.34
LZO -1,1338201,387.09,ucr,690.75,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,None,59.49
LZO -9,1338201,467.93,ucr,417.66,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,None,59.49
LZ4,1325125,399.06,ucr,1285.69,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,None,58.91
Zlib -1,1037021,64.16,ucr,234.35,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,None,46.1
Zlib -9,971796,37.54,ucr,238.04,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,None,43.2
Huffman,2040774,679.47,ucr,482.32,/colmajor/uint16/ucr/wafer.dat,-1,0,16,f,2249486,None,90.72
Zstd -1,411549,389.82,ucr,467.4,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,None,88.13
Zstd -9,388462,64.36,ucr,467.92,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,None,83.19
Snappy,466900,4440.44,ucr,6079.71,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,None,99.99
LZO -1,468533,3360.63,ucr,2099.35,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,None,100.33
LZO -9,468533,2535.94,ucr,4346.54,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,None,100.33
LZ4,468790,2710.94,ucr,4712.16,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,None,100.39
Zlib -1,417491,28.06,ucr,180.16,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,None,89.4
Zlib -9,416409,29.17,ucr,197.31,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,None,89.17
Huffman,451545,535.74,ucr,469.81,/colmajor/uint16/ucr/Worms.dat,-1,0,16,f,466970,None,96.7
Zstd -1,142288,293.69,ucr,453.0,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,16,f,151460,None,93.94
Zstd -9,125117,67.67,ucr,2927.89,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,16,f,151460,None,82.61
Snappy,134304,1615.78,ucr,4718.67,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,16,f,151460,None,88.67
LZO -1,137424,1388.08,ucr,4099.72,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,16,f,151460,None,90.73
LZO -9,137424,1370.24,ucr,3883.59,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,16,f,151460,None,90.73
LZ4,127005,950.56,ucr,4048.0,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,16,f,151460,None,83.85
Zlib -1,124319,37.27,ucr,210.51,/colmajor/uint16/ucr/ProximalPhalanxOutlineCorrect.dat,-1,0,16,f,151460,None,82.08
