Algorithm,Compressed size,Compression speed,Dataset,Decompression speed,Filename,Memlimit,MinIters,Nbits,Order,Original size,Preprocs,Ratio
Memcpy,225390,9744.91,ucr,9692.94,/rowmajor/uint16/ucr/DiatomSizeReduction.dat,1,10,16,c,225390,None,100.0
SprintzDelta_16b -1,162140,391.28,ucr,0.0,/rowmajor/uint16/ucr/DiatomSizeReduction.dat,1,10,16,c,225390,None,71.94
SprintzXff_16b -1,161448,269.98,ucr,0.0,/rowmajor/uint16/ucr/DiatomSizeReduction.dat,1,10,16,c,225390,None,71.63
SprintzDelta_Huf_16b -1,164129,56.93,ucr,565.42,/rowmajor/uint16/ucr/DiatomSizeReduction.dat,1,10,16,c,225390,None,72.82
SprintzXff_Huf_16b -1,163437,64.28,ucr,464.08,/rowmajor/uint16/ucr/DiatomSizeReduction.dat,1,10,16,c,225390,None,72.51
SprintzDelta_16b -1,170534,390.86,ucr,0.0,/rowmajor/uint16/ucr/MoteStrain.dat,1,10,16,c,226406,None,75.32
SprintzXff_16b -1,170572,269.54,ucr,0.0,/rowmajor/uint16/ucr/MoteStrain.dat,1,10,16,c,226406,None,75.34
SprintzDelta_Huf_16b -1,172461,55.08,ucr,469.28,/rowmajor/uint16/ucr/MoteStrain.dat,1,10,16,c,226406,None,76.17
SprintzXff_Huf_16b -1,172546,44.3,ucr,311.51,/rowmajor/uint16/ucr/MoteStrain.dat,1,10,16,c,226406,None,76.21
SprintzDelta_16b -1,1242154,418.63,ucr,0.0,/rowmajor/uint16/ucr/wafer.dat,1,10,16,c,2249486,None,55.22
SprintzXff_16b -1,1247308,381.5,ucr,0.0,/rowmajor/uint16/ucr/wafer.dat,1,10,16,c,2249486,None,55.45
SprintzDelta_Huf_16b -1,1022564,102.63,ucr,174.11,/rowmajor/uint16/ucr/wafer.dat,1,10,16,c,2249486,None,45.46
SprintzXff_Huf_16b -1,1056307,82.92,ucr,152.92,/rowmajor/uint16/ucr/wafer.dat,1,10,16,c,2249486,None,46.96
SprintzDelta_16b -1,335174,375.32,ucr,0.0,/rowmajor/uint16/ucr/Worms.dat,1,10,16,c,466970,None,71.78
SprintzXff_16b -1,334768,270.37,ucr,0.0,/rowmajor/uint16/ucr/Worms.dat,1,10,16,c,466970,None,71.69
