Filename,FastPFOR,Huffman,LZ4,SIMDBP128,Simple8B,Snappy,SprintzDelta_16b -1,SprintzDelta_Huf_16b -1,SprintzXff_16b -1,SprintzXff_Huf_16b -1,Zlib -1,Zlib -9,Zstd -1,Zstd -9
50words,1.0086746015735324,1.0406910188365075,0.9961151509114453,1.0150223304912709,0.9596928982725528,0.9999000099990001,1.4775413711583922,1.4775413711583922,1.8162005085361423,1.8112660749864156,1.051967178624027,1.0426441455531228,1.0406910188365075,1.0412328196584755
Adiac,0.9958175662218681,0.9999000099990001,0.9961151509114453,0.99601593625498,0.8716875871687587,0.9999000099990001,1.3022528975126968,1.3287270794578792,1.595150741745095,1.6162922256343948,1.015744032503809,1.0081661457808246,0.9999000099990001,0.9999000099990001
ArrowHead,0.9940357852882704,0.9999000099990001,0.9961151509114453,0.9948269001193792,0.849762066621346,0.9999000099990001,1.3273161667109106,1.3333333333333333,1.3736263736263736,1.3800717637317141,1.0200958890135672,1.0187449062754688,0.9999000099990001,0.9999000099990001
Beef,0.9962143853357243,1.0357327809425168,0.9961151509114453,0.9966115208291807,0.8703220191470844,0.9999000099990001,1.4949917775452235,1.498576352465158,1.5835312747426762,1.5941335883947076,1.0497585555322275,1.0410160316468873,1.0355182768975872,1.0355182768975872
BeetleFly,0.99147332936744,0.9998000399920016,0.99601593625498,0.9936406995230525,0.8491847826086956,0.9999000099990001,1.2761613067891782,1.2884937508053087,1.3622122326658495,1.3749484394335212,1.0040160642570282,1.0032102728731942,0.9998000399920016,0.9998000399920016
BirdChicken,0.9918666931164453,0.9998000399920016,0.99601593625498,0.9936406995230525,0.8264462809917356,0.9999000099990001,1.3935340022296543,1.3999720005599887,1.4405070584845865,1.4503263234227701,1.0164667615368979,1.0158472165786265,0.9998000399920016,0.9998000399920016
CBF,0.9958175662218681,1.0208248264597797,0.9961151509114453,0.9958175662218681,0.8481764206955046,0.9999000099990001,1.0237510237510237,1.038637307852098,1.0388531061707873,1.0500892575868948,1.017915309446254,1.0187449062754688,1.0207206287639072,1.0207206287639072
Car,0.9948269001193792,0.9999000099990001,0.9961151509114453,0.9978048293753742,0.8493290300662477,0.9999000099990001,1.4507471347744088,1.457938474996355,1.706484641638225,1.7953321364452424,1.0146103896103895,1.0045203415369162,0.9999000099990001,0.9999000099990001
ChlorineConcentration,0.9958175662218681,1.1135857461024499,1.002908434459934,0.99601593625498,0.8413259296651523,1.0002000400080016,1.2012012012012012,1.2103606874848705,1.200912693647172,1.2097749818533754,1.115822361080116,1.120699316373417,1.1185682326621924,1.1234692731153801
CinC_ECG_torso,1.0183299389002036,1.1381743683132255,1.057194206575748,1.0237510237510237,0.9089256498818397,1.0072522159548751,1.9157088122605364,1.968503937007874,1.9845207382417147,2.0,1.3367196898810318,1.3365410318096766,1.1520737327188941,1.385809312638581
Coffee,0.9916699722332407,1.0072522159548751,0.99601593625498,0.9956192751891677,0.8433125316242199,0.9998000399920016,1.288659793814433,1.2903225806451613,1.359249694168819,1.3644426251876107,1.008979921299566,1.0072522159548751,0.9997000899730081,0.9997000899730081
Computers,1.1641443538998835,1.2840267077555214,6.798096532970768,1.1644154634373545,1.0,6.835269993164729,2.3607176581680833,3.35345405767941,2.366863905325444,2.960331557134399,11.299435028248588,14.925373134328359,11.534025374855824,13.175230566534914
Cricket_X,1.0584250635055037,1.075268817204301,0.9961151509114453,1.0462439840970914,0.9958175662218681,0.9999000099990001,1.3410218586562963,1.349892008639309,1.339764201500536,1.3480722566729575,1.0823682216690118,1.0766580534022394,1.0753844499408538,1.075268817204301
Cricket_Y,0.9958175662218681,1.07284626113078,0.9961151509114453,0.9958175662218681,0.7609191903819815,0.9999000099990001,1.3408420488066506,1.349892008639309,1.3403029084573113,1.3486176668914363,1.0807305738679347,1.0756157900397978,1.0729613733905579,1.07284626113078
Cricket_Z,1.058873358746294,1.0750376263169212,0.9961151509114453,1.0479983232026828,0.9964129135113591,0.9999000099990001,1.3401232913428034,1.348799568384138,1.3392259274139546,1.3471642193183349,1.0822510822510822,1.0766580534022394,1.0750376263169212,1.0750376263169212
DiatomSizeReduction,0.9956192751891677,0.9999000099990001,0.9961151509114453,0.9958175662218681,0.8730574471800244,0.9999000099990001,1.4146272457207527,1.4273479874393378,1.6877637130801688,1.7580872011251758,1.021659174499387,1.010407194099222,0.9999000099990001,0.9999000099990001
DistalPhalanxOutlineAgeGroup,0.9936406995230525,1.0251153254741159,1.16918040453642,0.9948269001193792,0.8586639189421261,1.0795638562020944,1.2708095056551023,1.2894906511927788,1.3032712107389548,1.3415615776764152,1.199040767386091,1.200912693647172,1.0820168794633196,1.192890373374687
DistalPhalanxOutlineCorrect,0.9950248756218906,1.0239606799098915,1.1491611123879568,0.9956192751891677,0.8665511265164644,1.0373443983402488,1.2730744748567793,1.2938284383490748,1.3005592404734037,1.3374348000534975,1.177301624676242,1.1788282447247436,1.067691650651292,1.1695906432748537
DistalPhalanxTW,0.9938382031405287,1.0255358424776946,1.1690437222352115,0.9952229299363057,0.8592541673827119,1.0617965597791463,1.2737230925996688,1.2924906294429364,1.3077023669412842,1.3440860215053763,1.1963153487259242,1.1976047904191616,1.1896264572924102,1.1911852293031566
ECG200,0.9906875371507826,1.0283833813245578,0.99601593625498,0.9936406995230525,0.8871540099361249,0.9999000099990001,1.165093790050099,1.1669973159061735,1.1669973159061735,1.1693171188026192,1.0251153254741159,1.0258514567090684,1.0280662074637608,1.0279605263157894
ECG5000,0.99601593625498,1.0775862068965518,0.9961151509114453,0.99601593625498,0.841609156707625,1.0,1.3444474321054047,1.349709812390336,1.3469827586206897,1.3526308670363856,1.0863661053775122,1.0787486515641855,1.0774701002047193,1.0778184953653804
ECGFiveDays,0.9950248756218906,1.122208506340478,0.9961151509114453,0.9956192751891677,0.7554011179936546,1.0,1.3854253255749513,1.4037057832678272,1.3873473917869035,1.397428731134712,1.179523472517103,1.1921793037672868,1.122208506340478,1.1582117211026175
Earthquakes,1.1168192986374803,1.1961722488038278,2.405002405002405,1.0341261633919339,1.0539629005059021,2.4557956777996073,1.2526619065514217,2.2639800769753227,1.2152144853566653,1.826817683595177,3.2679738562091503,3.61794500723589,3.147623544224111,3.3112582781456954
ElectricDevices,1.0078613182826044,1.1860989206499821,2.484472049689441,0.9962143853357243,0.8727526618956188,2.4142926122646062,1.6926201760324984,2.170138888888889,1.7328019407381736,2.0863759649488838,3.2615786040443573,3.4674063800277395,2.9779630732578917,3.208213025344883
FISH,1.1373976342129208,1.0694043417816275,0.9961151509114453,1.1399908800729595,1.0477787091366304,0.9999000099990001,1.7346053772766696,1.7577781683951486,2.331545814875262,2.2962112514351323,1.1321181931393638,1.0844810758052272,1.0694043417816275,1.0884946119516707
FaceAll,1.0421008753647354,1.0590976488032195,0.9961151509114453,0.9986019572598362,0.9773260359655982,0.9999000099990001,1.1759172154280337,1.1782726522917402,1.2014898474107893,1.2043839576056847,1.0578652279699565,1.0599957600169598,1.0599957600169598,1.0615711252653928
FaceFour,0.9958175662218681,1.045696957021855,1.043079169708981,0.9966115208291807,0.9194556822361162,1.0258514567090684,1.1943150603129105,1.5862944162436547,1.1944577161968466,1.4983518130056939,1.2410027302060065,1.2613521695257315,1.1358473421172193,1.2708095056551023
FacesUCR,1.0421008753647354,1.058761249338274,0.9961151509114453,1.0002000400080016,0.9773260359655982,0.9999000099990001,1.175226231049477,1.1775788977861517,1.203369434416366,1.2055455093429777,1.0559662090813093,1.0585371017254155,1.058873358746294,1.0604453870625663
FordA,0.99601593625498,1.0327377878756583,0.9961151509114453,0.99601593625498,0.849762066621346,1.0,1.210214207914801,1.212709192335678,1.352447930754666,1.3537295248409367,1.0307153164296021,1.0309278350515463,1.0329511414110113,1.032844453625284
FordB,0.99601593625498,1.0363768266141569,0.9961151509114453,0.99601593625498,0.8069722401549386,1.0,1.2144765606023804,1.2168410805548795,1.3482540110556829,1.3500742540839747,1.0341261633919339,1.0340192327577293,1.0364842454394694,1.0364842454394694
Gun_Point,0.9954210631096955,1.0281719103434093,0.99601593625498,0.9952229299363057,0.876885303402315,0.9999000099990001,1.5309246785058177,1.5405946695424435,1.6116035455278002,1.6273393002441008,1.0576414595452142,1.051745898190997,1.0279605263157894,1.0279605263157894
Ham,1.0633772862611655,1.0738831615120275,0.9963136395337252,1.0493179433368311,0.9940357852882704,1.0002000400080016,1.3948946854512485,1.402524544179523,1.539882968894364,1.5436863229391786,1.1018069634200087,1.1002310485201892,1.0744600838078866,1.0827197921178
HandOutlines,1.004419445560466,1.0017028949213664,0.9961151509114453,1.0088781275221952,0.795291872117067,1.0,1.8535681186283595,1.9256691700365878,2.0755500207555,2.075980900975711,1.0595465140919686,1.026167265264238,1.0,1.0793308148947651
Haptics,0.99601593625498,1.0764262648008611,0.9961151509114453,0.99601593625498,0.7500750075007501,0.9999000099990001,1.887861053426468,1.9146084625694046,1.9398642095053347,1.9615535504119264,1.1649580615097856,1.104484205875856,1.0763104079216446,1.1280315848843767
Herring,0.9952229299363057,0.9999000099990001,0.9961151509114453,0.9986019572598362,0.8613264427217916,0.9999000099990001,1.4108352144469527,1.4206563432305725,1.555451858764971,1.5669069257286117,1.0071507704703393,1.0021044192804889,0.9999000099990001,0.9999000099990001
InlineSkate,1.0418837257762033,1.0272213662044172,0.9978048293753742,1.0486577181208054,0.9402030838661151,1.0,1.6048788316482105,1.6196954972465176,1.6056518946692357,1.6194331983805668,1.0716964955524595,1.0540739959945187,1.0326311441553078,1.0964912280701753
InsectWingbeatSound,1.050420168067227,1.0849517196484757,0.9962143853357243,1.031140441328109,0.9836710603974032,1.0,1.521375323292256,1.5239256324291373,1.6716817118020728,1.68321831341525,1.1166945840312674,1.1113580795732385,1.0854227721697602,1.124732875941964
ItalyPowerDemand,0.9952229299363057,0.9999000099990001,0.9961151509114453,0.9952229299363057,0.8549931600547196,0.9999000099990001,1.040257983980027,1.060332944544587,1.0535187526337968,1.0695187165775402,1.015331505736623,1.0156408693885843,0.9998000399920016,0.9998000399920016
LargeKitchenAppliances,1.273560876209883,1.5220700152207,9.27643784786642,1.2484394506866419,1.2281994595922379,7.800312012480499,5.844535359438924,7.246376811594202,5.807200929152149,6.7934782608695645,12.091898428053206,14.104372355430185,11.682242990654204,13.089005235602095
Lighting2,1.2141816415735793,1.1441647597254003,1.1913271384322135,1.2030798845043311,1.1622501162250116,1.1418131993605847,1.7250301880282906,1.7382235355466713,1.7271157167530224,1.7394329448599757,1.3840830449826989,1.3886960144424385,1.3758943313153549,1.380452788514633
Lighting7,1.1399908800729595,1.11000111000111,1.182033096926714,1.118067978533095,1.0339123242349049,1.124859392575928,1.5691197238349286,1.5860428231562254,1.5735641227380017,1.589067217543302,1.3285505513484788,1.3344008540165466,1.3297872340425532,1.331026221216558
MALLAT,1.0024057738572574,1.0186411327289395,0.9961151509114453,1.0115314586283632,0.9017132551848511,1.0,1.5368065160596283,1.539408866995074,2.1092596498628984,2.0846362309776945,1.0324179227751393,1.0206164523372117,1.0187449062754688,1.0238558410975735
Meat,1.016880211511084,1.0671219720414045,0.9961151509114453,1.0313531353135315,0.9671179883945841,0.9999000099990001,1.5800284405119291,1.582528881152081,1.763979537837361,1.7774617845716318,1.0976948408342482,1.081782778018174,1.0668942707777658,1.075268817204301
MedicalImages,1.040582726326743,1.0731916720326249,0.9961151509114453,1.0062386798148522,0.9821253191907288,0.9999000099990001,1.4583637159107483,1.457938474996355,1.5946420028703556,1.5956598053295037,1.0845986984815619,1.076194575979337,1.0730765103551883,1.0772379618657761
MiddlePhalanxOutlineAgeGroup,0.9940357852882704,1.0199918400652794,1.1294330246216397,0.9952229299363057,0.8664009703690868,1.0932546190007653,1.24595066035385,1.2632642748863063,1.2863390789812195,1.3239772275916855,1.157675387821255,1.1586142973004288,1.0835410120273052,1.1507479861910241
MiddlePhalanxOutlineCorrect,0.9950248756218906,1.021346134204882,1.1154489682097044,0.9956192751891677,0.8701705534284719,1.0422094841063054,1.2403870007442321,1.2602394454946442,1.2845215157353886,1.3236267372600927,1.1431184270690442,1.1433798307797851,1.046134532900931,1.1339154099104207
MiddlePhalanxTW,0.9948269001193792,1.0199918400652794,1.1312217194570136,0.9958175662218681,0.8653513326410522,1.0255358424776946,1.2495314257153567,1.2651821862348178,1.2903225806451613,1.325556733828208,1.1547344110854505,1.1556685542586387,1.1470520761642578,1.1492931846914147
MoteStrain,0.9956192751891677,1.0702054794520548,1.002908434459934,0.9958175662218681,0.8389261744966443,1.0,1.349527665317139,1.3614703880190606,1.3566680233346902,1.3681762210972772,1.0951702989814915,1.0857763300760044,1.0796804145972791,1.0851871947911014
NonInvasiveFatalECG_Thorax1,0.997406742469579,1.0582010582010581,0.9961151509114453,1.0050251256281406,0.851063829787234,1.0,1.6155088852988693,1.6273393002441008,1.713796058269066,1.7268174753928511,1.1035091591260207,1.0772379618657761,1.0583130489998942,1.0949304719150335
NonInvasiveFatalECG_Thorax2,1.00664384940608,1.0596587898696619,0.9961151509114453,1.013787510137875,0.894134477825465,1.0,1.6647244880972198,1.6775708773695688,1.7834849295523452,1.7982377270275132,1.1103708638685321,1.0816657652785289,1.0596587898696619,1.112470797641562
OSULeaf,0.9954210631096955,0.9999000099990001,0.9961151509114453,0.9958175662218681,0.860141063134354,0.9999000099990001,1.3482540110556829,1.3540961408259988,1.4345144168698896,1.445086705202312,1.0175010175010175,1.0154346060113728,1.0059350165979277,1.0059350165979277
OliveOil,1.0266940451745379,1.040257983980027,0.9961151509114453,1.034340091021928,1.0279605263157894,0.9999000099990001,1.5413070283600494,1.5434480629726808,1.7494751574527643,1.7667844522968197,1.0785159620362381,1.056859015007398,1.0400416016640666,1.04942806170637
PhalangesOutlinesCorrect,0.9958175662218681,1.0259567046270648,1.1465260261407935,0.99601593625498,0.8689607229753216,1.0848340203948794,1.296680497925311,1.3147515119642388,1.332800213248034,1.374003847210772,1.1865211200759374,1.1866619200189867,1.1229646266142617,1.1713716762328685
Phoneme,0.99601593625498,1.1032656663724625,0.9988014382740711,0.99601593625498,0.7832080200501252,1.0002000400080016,1.3745704467353952,1.3762730525736306,1.4106361969248131,1.4110342881332016,1.1104941699056081,1.1076650420912715,1.105460977227504,1.1135857461024499
Plane,0.9952229299363057,0.9999000099990001,0.9961151509114453,0.9950248756218906,0.8799718409010912,0.9999000099990001,1.1924636298592892,1.2014898474107893,1.2588116817724069,1.2961762799740764,1.0025062656641603,1.0023053021950485,0.9998000399920016,0.9998000399920016
ProximalPhalanxOutlineAgeGroup,0.9948269001193792,1.0206164523372117,1.1523392486748099,0.9952229299363057,0.8810572687224669,1.0105092966855296,1.2616704516780217,1.2825445684237526,1.3034410844629822,1.349527665317139,1.1767474699929394,1.1782726522917402,1.020512297173181,1.1720581340834506
ProximalPhalanxOutlineCorrect,0.9950248756218906,1.0248001639680262,1.1926058437686347,0.9956192751891677,0.8787346221441125,1.127777151234916,1.2914890869172155,1.3183915622940015,1.3356484573260317,1.3908205841446453,1.2183235867446394,1.2190661952944044,1.0645092612305727,1.210507202517855
ProximalPhalanxTW,0.9946290033817385,1.0207206287639072,1.150483202945237,0.9952229299363057,0.8807468733485996,1.0291242152927857,1.2642225031605563,1.2836970474967906,1.3063357282821686,1.3520822065981613,1.1743981209630063,1.175226231049477,1.1695906432748537,1.1716461628588166
RefrigerationDevices,0.9988014382740711,1.1532695190866107,3.6036036036036037,0.9976057462090983,0.8906305664410402,3.7608123354644603,1.4808233377758033,2.299908003679853,1.4658457930225741,2.0529665366454526,5.497526113249037,6.626905235255136,5.310674455655869,6.049606775559588
ScreenType,1.0902747492368077,1.2656625743576762,7.727975270479135,1.0962508221881166,0.9998000399920016,7.220216606498195,2.874389192296637,4.2408821034775235,2.8719126938541066,3.8226299694189603,12.239902080783354,15.797788309636651,12.67427122940431,14.367816091954023
ShapeletSim,0.9954210631096955,0.9999000099990001,0.9961151509114453,0.99601593625498,0.7687576875768757,0.9999000099990001,0.9755145839430299,0.9816432708353784,0.9785693316371465,0.9851246182642104,1.0,1.0,0.9999000099990001,0.9999000099990001
ShapesAll,0.9958175662218681,0.9999000099990001,0.9961151509114453,0.9966115208291807,0.8337502084375521,1.0,1.4330753797649756,1.4413375612568464,1.49947518368571,1.5108022359873092,1.0295480284155256,1.0254306808859721,1.0,1.0043185698503565
SmallKitchenAppliances,1.1294330246216397,1.6761649346295677,12.315270935960593,1.0924186148131962,0.9976057462090983,9.803921568627452,5.431830526887561,8.532423208191126,5.341880341880342,7.363770250368188,17.035775127768314,23.041474654377883,19.960079840319363,21.978021978021978
SonyAIBORobotSurface,0.9934432743890325,1.0279605263157894,1.0912265386294195,0.9948269001193792,0.8260366760284157,1.0341261633919339,1.0766580534022394,1.1999040076793857,1.086130118388183,1.1246063877642825,1.352265043948614,1.366867140513942,1.187648456057007,1.3691128148959473
SonyAIBORobotSurfaceII,0.9940357852882704,1.0469011725293134,1.105705440070765,0.9950248756218906,0.8389261744966443,1.0529640939243972,1.0621348911311737,1.1697274535033337,1.0637166258908626,1.0957703265395573,1.3570362328674177,1.3758943313153549,1.2171372930866602,1.3785497656465397
StarLightCurves,1.0460251046025104,1.027749229188078,0.9961151509114453,1.0575296108291032,0.975609756097561,1.0,2.051282051282051,2.0777062123415746,3.87747188832881,3.3233632436025258,1.0892059688487092,1.0514141520344864,1.027749229188078,1.1235955056179776
Strawberry,0.9958175662218681,1.0340192327577293,0.9961151509114453,1.015228426395939,0.9473285335354301,0.9999000099990001,1.3993842709207949,1.4027212792818067,1.5253203172666259,1.532097441397273,1.0485477613505294,1.0413412475268145,1.0339123242349049,1.0348752975266482
SwedishLeaf,0.9956192751891677,1.0020040080160322,0.9961151509114453,0.9956192751891677,0.8410428931875525,0.9999000099990001,1.2339585389930898,1.2376237623762376,1.2725884448969205,1.278772378516624,1.0140959334753068,1.013684744044602,0.9999000099990001,0.9999000099990001
Symbols,0.9966115208291807,0.9999000099990001,1.0524100189433805,1.005631536604988,0.8629616845012081,1.0004001600640258,1.5410695022345509,1.5926102882624622,1.716148961729878,1.8477457501847747,1.1135857461024499,1.1117287381878822,1.098901098901099,1.1168192986374803
ToeSegmentation1,0.9954210631096955,1.048767697954903,1.0340192327577293,0.9956192751891677,0.7687576875768757,0.9999000099990001,1.295001295001295,1.2963443090484832,1.3070186903672723,1.311647429171039,1.0894432944765224,1.0869565217391304,1.0726161106939827,1.1144544745347151
ToeSegmentation2,0.9984025559105432,1.0387451958034695,1.0073536818777074,1.0002000400080016,0.9419743782969103,1.002908434459934,1.3502565487442613,1.3603591348115902,1.3840830449826989,1.389854065323141,1.0968520346605242,1.095650268434316,1.0578652279699565,1.0932546190007653
Trace,1.034340091021928,1.0688328345446771,0.9961151509114453,1.0243802499487809,0.9646922631680495,0.9999000099990001,1.3528138528138527,1.3607293509320997,1.3529968881071575,1.360914534567229,1.0707784559374665,1.0684902233144566,1.0687186063909373,1.0682619378271552
TwoLeadECG,0.9948269001193792,1.0248001639680262,0.9961151509114453,0.9954210631096955,0.7705347511172754,0.9999000099990001,1.22684333210649,1.2495314257153567,1.2583364791745313,1.266624445851805,1.0567473317129874,1.0580890911014706,1.0248001639680262,1.0567473317129874
Two_Patterns,0.9958175662218681,1.022599447796298,1.3760836658868858,0.99601593625498,0.7942811755361397,1.3260840737302746,1.1071744906997343,1.3090718680455558,1.0837758751490192,1.2682308180088777,1.4878738282993604,1.507386192342478,1.514692517418964,1.5151515151515151
UWaveGestureLibraryAll,1.004217714400482,1.052299273913501,1.2898232942086933,1.0150223304912709,0.9354536950420954,1.0856584518510477,1.779359430604982,1.9102196752626552,1.9113149847094801,2.0222446916076846,1.4196479273140261,1.4238929232521713,1.4106361969248131,1.4287755393627661
Wine,0.9930486593843098,1.0438413361169103,0.9961151509114453,0.9986019572598362,0.9349289454001496,0.9999000099990001,1.360914534567229,1.362026695723236,1.5190642564180465,1.5455950540958268,1.072271070126528,1.0633772862611655,1.044059302568386,1.0535187526337968
WordsSynonyms,1.008267795926598,1.0406910188365075,0.9961151509114453,1.013787510137875,0.9596928982725528,0.9999000099990001,1.4771048744460855,1.4777597162701344,1.8112660749864156,1.808972503617945,1.0521885521885521,1.0426441455531228,1.0406910188365075,1.0413412475268145
Worms,0.9996001599360256,1.0341261633919339,0.9961151509114453,1.0030090270812437,0.8506294658046955,1.0001000100010002,1.417836381681554,1.4365752047119666,1.4285714285714286,1.437607820586544,1.1185682326621924,1.12145340361108,1.1346873936230568,1.2020675561966583
WormsTwoClass,0.9996001599360256,1.0341261633919339,0.9961151509114453,1.0030090270812437,0.8506294658046955,1.0001000100010002,1.417836381681554,1.4365752047119666,1.4285714285714286,1.437607820586544,1.1185682326621924,1.12145340361108,1.1346873936230568,1.2020675561966583
synthetic_control,0.9948269001193792,0.9999000099990001,0.9961151509114453,0.9948269001193792,0.8112932013629726,0.9999000099990001,0.977230528681716,0.9942334460131239,0.9780907668231612,0.9954210631096955,1.0032102728731942,1.0038144950813088,0.9998000399920016,0.9998000399920016
uWaveGestureLibrary_X,0.9986019572598362,1.0452597470471412,1.2645422357106728,1.005631536604988,0.8877840909090909,1.0863661053775122,1.784758165268606,1.9073049780659928,2.028809089064719,2.2609088853719195,1.3795006207752794,1.3810247203424941,1.3685507048036132,1.3817880337156279
uWaveGestureLibrary_Y,1.0451505016722407,1.044059302568386,1.341381623071764,1.0451505016722407,0.9889240506329113,1.235635734585444,1.8188432157148056,1.996007984031936,2.024701356549909,2.282583884957772,1.4727540500736376,1.4812620352540364,1.4624159110851127,1.4786337424220022
uWaveGestureLibrary_Z,0.9972078181092939,1.031778786628147,1.2537612838515546,1.0028078620136383,0.8785802143735724,1.076194575979337,1.7223561832586978,1.8365472910927456,1.9470404984423677,2.1739130434782608,1.3464386697185944,1.3517166801838334,1.3428226131328052,1.3517166801838334
wafer,1.0633772862611655,1.1022927689594357,1.6975046681378374,1.0566356720202874,0.9988014382740711,1.6852039096730704,1.8821757952192735,2.4968789013732837,1.8635855385762208,2.356823002592505,2.1691973969631237,2.314814814814815,2.0072260136491367,2.296738631143776
yoga,0.99601593625498,0.9999000099990001,0.9961151509114453,0.9962143853357243,0.833472245374229,1.0,1.4134275618374559,1.42025280499929,1.6015374759769379,1.6469038208168643,1.0105092966855296,1.0046212577858147,1.0,1.0
